well,include,strain,isolate,description
A1,1,blank,,
A2,1,BB406,,
A3,1,BB407,,
A4,1,blank,,
A5,1,blank,,
A6,1,BB406,,
A7,1,BB407,,
A8,1,blank,,
A9,1,blank,,
A10,1,BB406,,
A11,1,BB407,,
A12,1,blank,,
B1,1,BB408,,
B2,1,BB409,,
B3,1,BB410,,
B4,1,BB411,,
B5,1,BB408,,
B6,1,BB409,,
B7,1,BB410,,
B8,1,BB411,,
B9,1,BB408,,
B10,1,BB409,,
B11,1,BB410,,
B12,1,BB411,,
C1,1,BB412,,
C2,1,BB413,,
C3,1,BB414,,
C4,1,BB415,,
C5,1,BB412,,
C6,1,BB413,,
C7,1,BB414,,
C8,1,BB415,,
C9,1,BB412,,
C10,1,BB413,,
C11,1,BB414,,
C12,1,BB415,,
D1,1,BB416,,
D2,1,BB417,,
D3,1,BB238,,
D4,1,BB239,,
D5,1,BB416,,
D6,1,BB417,,
D7,1,BB238,,
D8,1,BB239,,
D9,1,BB416,,
D10,1,BB417,,
D11,1,BB238,,
D12,1,BB239,,
E1,1,BB240,,
E2,1,BB241,,
E3,1,BB242,,
E4,1,BB243,,
E5,1,BB240,,
E6,1,BB241,,
E7,1,BB242,,
E8,1,BB243,,
E9,1,BB240,,
E10,1,BB241,,
E11,1,BB242,,
E12,1,BB243,,
F1,1,BB244,,
F2,1,BB245,,
F3,1,BB246,,
F4,1,BB247,,
F5,1,BB244,,
F6,1,BB245,,
F7,1,BB246,,
F8,1,BB247,,
F9,1,BB244,,
F10,1,BB245,,
F11,1,BB246,,
F12,1,BB247,,
G1,1,JEB1204,,
G2,1,JEB1205,,
G3,1,JEB1206,,
G4,1,BB248,,
G5,1,JEB1204,,
G6,1,JEB1205,,
G7,1,JEB1206,,
G8,1,BB248,,
G9,1,JEB1204,,
G10,1,JEB1205,,
G11,1,JEB1206,,
G12,1,BB248,,
H1,1,blank,,
H2,1,JEB1207,,
H3,1,JEB1208,,
H4,1,blank,,
H5,1,blank,,
H6,1,JEB1207,,
H7,1,JEB1208,,
H8,1,blank,,
H9,1,blank,,
H10,1,JEB1207,,
H11,1,JEB1208,,
H12,1,blank,,
