17400s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4203,0.7461,0.6654,0.3096,0.2771,0.6425,0.5872,0.2247,0.1917,0.594,0.5933,0.2737,0.7474,0.6595,0.6873,0.6917,0.617,0.6092,0.6258,0.6219,0.5551,0.573,0.5978,0.627,0.811,0.701,0.6964,0.6207,0.6509,0.6585,0.6281,0.5646,0.5935,0.6001,0.5987,0.5659,0.8768,0.6743,0.5581,0.6853,0.7369,0.6449,0.5215,0.6118,0.6781,0.5917,0.507,0.6168,0.8304,0.709,0.6438,0.6719,0.6597,0.6464,0.6083,0.6315,0.6573,0.6403,0.5862,0.6945,0.822,0.7462,0.7526,0.6037,0.7109,0.6857,0.7078,0.5646,0.6702,0.6589,0.6539,0.5389,0.886,0.7812,0.7149,0.6953,0.7144,0.6739,0.6588,0.6345,0.658,0.6223,0.4575,0.6307
18000s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4158,0.7622,0.6768,0.3037,0.2788,0.6464,0.5994,0.2321,0.2105,0.6234,0.6208,0.2891,0.7542,0.6773,0.6882,0.6982,0.6477,0.6315,0.6322,0.6382,0.5817,0.5924,0.6115,0.6501,0.8085,0.7124,0.6981,0.6407,0.6541,0.6663,0.6428,0.577,0.5958,0.6155,0.6137,0.5912,0.8719,0.6806,0.5589,0.6785,0.7209,0.6343,0.5187,0.6154,0.6667,0.5765,0.502,0.619,0.8318,0.7161,0.6615,0.6853,0.6659,0.6511,0.6252,0.6325,0.648,0.6262,0.573,0.6805,0.8331,0.7561,0.7538,0.623,0.7162,0.6904,0.7149,0.5848,0.6828,0.6684,0.6649,0.562,0.8989,0.8101,0.7374,0.7066,0.7193,0.6893,0.6716,0.648,0.664,0.639,0.4608,0.6538
18600s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4327,0.7601,0.6926,0.3065,0.2786,0.6518,0.6031,0.2237,0.1799,0.6032,0.6148,0.2728,0.7896,0.6788,0.693,0.6968,0.6485,0.6228,0.6321,0.634,0.5867,0.5924,0.613,0.6465,0.8285,0.712,0.7034,0.6494,0.6573,0.6686,0.6449,0.5917,0.5983,0.6207,0.6213,0.6061,0.8827,0.6987,0.5832,0.6976,0.73,0.6482,0.5392,0.6317,0.6796,0.6026,0.5304,0.6388,0.8525,0.7146,0.6733,0.6795,0.6688,0.6514,0.6344,0.6316,0.6531,0.6356,0.5831,0.7055,0.8504,0.7772,0.7728,0.6486,0.7267,0.7067,0.7276,0.6084,0.7052,0.6861,0.6745,0.5622,0.9115,0.8123,0.7459,0.724,0.7273,0.7009,0.6812,0.6606,0.6712,0.6474,0.4697,0.6681
19200s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4236,0.7732,0.7083,0.3,0.2849,0.6482,0.6197,0.226,0.2035,0.6243,0.6417,0.2892,0.7943,0.6847,0.6974,0.6993,0.6569,0.6201,0.6307,0.6328,0.5909,0.5788,0.606,0.6364,0.8369,0.7196,0.712,0.6593,0.6678,0.6769,0.6485,0.6026,0.6083,0.6197,0.6137,0.6049,0.8947,0.7093,0.5923,0.7009,0.7326,0.6616,0.5497,0.6325,0.6765,0.6042,0.5344,0.6395,0.8626,0.7227,0.678,0.6914,0.6724,0.6583,0.6395,0.6408,0.6658,0.6475,0.5919,0.7011,0.8539,0.7756,0.7685,0.6504,0.7184,0.6952,0.716,0.5982,0.6818,0.6678,0.6639,0.5791,0.9226,0.8338,0.7636,0.7379,0.7336,0.7093,0.6913,0.6707,0.6781,0.6553,0.4744,0.6768
19800s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4334,0.768,0.7224,0.3069,0.2768,0.6522,0.6368,0.2363,0.2069,0.6235,0.6485,0.2666,0.7953,0.6818,0.6922,0.7008,0.6439,0.6076,0.6242,0.6254,0.5852,0.5718,0.5972,0.6429,0.8297,0.7237,0.7126,0.6667,0.6652,0.6806,0.6516,0.6058,0.6126,0.6227,0.6128,0.5993,0.8933,0.7183,0.5966,0.6983,0.7247,0.6525,0.5472,0.6274,0.6777,0.6002,0.5201,0.6364,0.8574,0.7229,0.6787,0.6881,0.6726,0.6612,0.644,0.6388,0.6578,0.6373,0.5778,0.6788,0.8623,0.7831,0.7761,0.6667,0.7205,0.7033,0.7254,0.6176,0.6874,0.6679,0.6615,0.5968,0.9196,0.834,0.7751,0.7524,0.7351,0.7143,0.7098,0.6921,0.6848,0.6625,0.4807,0.686
20400s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4145,0.7824,0.7311,0.3011,0.2755,0.6574,0.6347,0.2169,0.1786,0.6092,0.6382,0.2297,0.7982,0.6833,0.6963,0.7028,0.6448,0.6055,0.6226,0.6235,0.5799,0.564,0.6116,0.6205,0.8401,0.7292,0.7162,0.6667,0.6746,0.6817,0.6604,0.6072,0.6173,0.6279,0.6126,0.5875,0.904,0.728,0.6071,0.6875,0.7171,0.6464,0.5553,0.6194,0.661,0.5907,0.516,0.6152,0.8644,0.7295,0.6834,0.6941,0.6787,0.6655,0.6469,0.6454,0.6593,0.6337,0.5695,0.6687,0.8761,0.7846,0.7756,0.6675,0.7089,0.694,0.713,0.6083,0.6724,0.6561,0.648,0.5729,0.9378,0.8409,0.7968,0.7688,0.7441,0.7224,0.7182,0.7017,0.6852,0.6593,0.4749,0.6717
21000s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4283,0.7879,0.7513,0.2916,0.2805,0.6597,0.6416,0.2179,0.1702,0.607,0.6309,0.2143,0.7982,0.6834,0.6971,0.7026,0.6436,0.6,0.6286,0.6247,0.578,0.5572,0.5958,0.6204,0.8647,0.7305,0.7215,0.6692,0.6749,0.6873,0.6638,0.6132,0.6248,0.6302,0.6155,0.5921,0.9198,0.7402,0.6272,0.6978,0.7271,0.6624,0.5703,0.6307,0.673,0.6101,0.5385,0.6374,0.8729,0.7379,0.6874,0.698,0.6837,0.6695,0.6522,0.6509,0.6632,0.6428,0.5763,0.6935,0.9072,0.783,0.7789,0.67,0.7114,0.6932,0.7132,0.6123,0.6723,0.6561,0.6473,0.5751,0.9431,0.851,0.8062,0.7786,0.7518,0.7309,0.7293,0.7091,0.6933,0.6674,0.4793,0.6785
21600s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4295,0.79,0.7505,0.2895,0.2774,0.6669,0.6479,0.2184,0.1707,0.6084,0.6344,0.2139,0.8111,0.6886,0.7055,0.7074,0.6495,0.6089,0.6304,0.6305,0.5865,0.5609,0.6017,0.6337,0.8624,0.7368,0.7248,0.6733,0.6745,0.6879,0.6692,0.611,0.6249,0.6301,0.6206,0.5994,0.9139,0.7468,0.6339,0.6949,0.724,0.6595,0.5769,0.626,0.6658,0.5998,0.524,0.6179,0.8813,0.74,0.6941,0.7003,0.6848,0.67,0.6564,0.6493,0.6649,0.6368,0.5671,0.6686,0.9041,0.8016,0.7949,0.6757,0.7217,0.6983,0.7189,0.6157,0.6802,0.6609,0.656,0.5824,0.9501,0.8549,0.8125,0.7829,0.7582,0.7336,0.7344,0.7124,0.7003,0.6725,0.4862,0.6869
22200s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4189,0.814,0.7529,0.2895,0.2779,0.664,0.6489,0.2119,0.1699,0.6095,0.6355,0.1978,0.8046,0.6875,0.708,0.7066,0.6501,0.6079,0.629,0.629,0.5852,0.5627,0.6074,0.628,0.8739,0.74,0.7342,0.6763,0.6817,0.6958,0.6743,0.6194,0.6227,0.6361,0.6225,0.6024,0.9217,0.7633,0.6464,0.7099,0.7353,0.6853,0.596,0.6457,0.6846,0.6327,0.5655,0.6533,0.8945,0.7441,0.6968,0.7125,0.6917,0.675,0.659,0.6541,0.6725,0.6516,0.5837,0.7001,0.9026,0.8046,0.7982,0.6728,0.7233,0.7019,0.7239,0.6171,0.6857,0.6692,0.6685,0.5951,0.9577,0.8671,0.8191,0.7886,0.7644,0.7432,0.7393,0.7179,0.7069,0.6773,0.4947,0.6955
22800s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4272,0.8083,0.7622,0.2889,0.2747,0.6682,0.6508,0.2128,0.1706,0.6142,0.6444,0.2121,0.8126,0.6919,0.7233,0.7123,0.6543,0.6092,0.6337,0.6443,0.5863,0.5648,0.6063,0.6317,0.8908,0.7483,0.7368,0.6825,0.6839,0.7004,0.6785,0.6225,0.6307,0.6375,0.6307,0.6053,0.9232,0.7709,0.657,0.7008,0.7311,0.6869,0.5989,0.6382,0.6797,0.6333,0.5608,0.6485,0.892,0.7539,0.6969,0.7157,0.6972,0.6791,0.6634,0.6576,0.672,0.6518,0.5826,0.7049,0.9091,0.8087,0.8005,0.6695,0.7239,0.7053,0.7263,0.6121,0.6839,0.665,0.6588,0.5802,0.9626,0.8677,0.8219,0.7919,0.7703,0.7476,0.7467,0.7202,0.7106,0.6842,0.4921,0.6935
23400s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4311,0.8279,0.7609,0.2906,0.2744,0.6749,0.656,0.2118,0.1682,0.6162,0.6459,0.1979,0.8149,0.6939,0.7191,0.7131,0.6552,0.6104,0.6353,0.6397,0.585,0.5583,0.6067,0.6295,0.8878,0.7502,0.7436,0.6819,0.6906,0.7027,0.6854,0.6252,0.645,0.6401,0.6292,0.597,0.9334,0.7815,0.6717,0.7039,0.7342,0.69,0.6084,0.6382,0.677,0.6284,0.5609,0.6342,0.8978,0.7605,0.7037,0.7171,0.6987,0.6799,0.666,0.6596,0.6744,0.6486,0.5743,0.6919,0.9187,0.8138,0.8087,0.6736,0.7293,0.7086,0.7293,0.6143,0.687,0.6692,0.6616,0.5815,0.9777,0.8775,0.836,0.7931,0.781,0.7551,0.7512,0.7259,0.7174,0.6922,0.4992,0.7002
0s,169,202,161,166,165,164,160,165,162,162,165,179,1879,2649,2431,2699,2661,3494,3234,3300,3201,4285,3650,3396,1771,2113,2466,2852,2727,2686,3725,3553,3494,3377,3846,4262,2216,2925,2646,3092,3350,3788,3999,4115,4013,4377,3856,4140,2049,2072,2443,2545,2624,2770,3055,3222,3333,3202,3274,4083,1969,2315,2373,2570,2984,3184,3044,3201,3344,3514,3186,3335,1939,2095,2185,2222,2514,2703,2487,2805,2816,3136,3027,3452,1778,2034,1941,2250,2237,2566,2350,2766,2522,2960,1682,2872
600s,165,201,159,156,156,160,166,160,163,161,168,176,1936,2738,2500,2742,2723,3586,3220,3303,3303,4406,3647,3364,1857,2121,2369,2682,2507,2495,3373,3469,3408,3278,3668,4129,2247,2998,2693,3176,3293,3938,3986,4159,4105,4530,3958,4067,2006,2000,2345,2398,2487,2728,2977,3206,3325,3254,3258,4185,2022,2404,2468,2682,3004,3273,3097,3307,3396,3523,3304,3470,2041,2044,2142,2171,2402,2621,2354,2712,2830,3185,2991,3412,1826,2058,1990,2295,2275,2566,2440,2759,2594,2988,1703,2855
1200s,163,206,159,165,163,159,161,165,158,164,171,179,2003,2775,2619,2782,2737,3583,3435,3344,3253,4281,3484,3337,1967,2252,2573,2900,2765,2700,3640,3599,3600,3489,3861,4248,2313,3004,2819,3234,3369,3997,4087,4155,4115,4550,3881,4136,2116,2053,2366,2536,2610,2735,2961,3147,3323,3238,3239,4061,2102,2484,2488,2729,3029,3336,3168,3316,3362,3511,3174,3434,2025,2181,2302,2308,2587,2783,2485,2806,2932,3187,2987,3436,1869,2070,2067,2304,2311,2613,2407,2777,2621,2988,1731,2952
1800s,158,198,157,165,155,158,160,162,162,163,173,174,2077,2853,2711,2828,2759,3684,3411,3392,3329,4397,3631,3418,2023,2362,2757,2969,2774,2823,3689,3628,3661,3554,3882,4461,2401,3192,2919,3326,3446,4065,4072,4200,4237,4732,3984,4274,2206,2195,2557,2681,2761,2807,3008,3125,3362,3325,3293,4089,2135,2467,2581,2807,3091,3389,3220,3406,3471,3547,3255,3484,2039,2243,2388,2277,2503,2698,2432,2681,2897,3227,3104,3395,1906,2143,2022,2343,2306,2634,2415,2803,2688,2984,1769,2952
2400s,164,203,162,160,157,155,164,164,166,163,173,178,2036,2931,2709,2812,2828,3740,3452,3385,3315,4362,3680,3548,2021,2373,2733,2989,2914,3004,3751,3737,3745,3699,3986,4492,2381,3158,2891,3337,3553,4108,4117,4230,4314,4681,3970,4294,2232,2194,2549,2740,2823,2849,3056,3141,3460,3264,3292,4091,2198,2506,2539,2887,3121,3423,3213,3432,3500,3603,3283,3629,2075,2285,2429,2419,2625,2833,2565,2809,2930,3249,3073,3421,1887,2189,2057,2393,2367,2631,2466,2762,2639,2913,1721,2982
3000s,161,194,160,164,153,157,162,163,165,163,174,175,2074,2950,2743,2837,2835,3815,3442,3397,3385,4388,3729,3493,2088,2469,2814,3124,2959,3073,3790,3735,3768,3661,4060,4513,2460,3217,2989,3345,3564,4133,4121,4217,4318,4697,3988,4304,2235,2256,2589,2777,2890,2977,3198,3189,3386,3283,3287,4090,2221,2577,2595,2866,3159,3407,3243,3416,3494,3560,3322,3654,2104,2380,2462,2450,2633,2845,2632,2820,2952,3290,3196,3396,1940,2140,2101,2353,2414,2621,2511,2790,2741,2928,1761,2965
3600s,164,202,155,156,156,154,161,169,167,163,168,172,2109,2980,2861,2788,2783,3740,3395,3310,3264,4371,3767,3562,2183,2650,2977,3268,3174,3317,4071,4091,4047,4098,4423,4883,2510,3222,3011,3387,3554,4114,4129,4216,4356,4840,4202,4579,2282,2365,2626,2798,2967,3062,3240,3313,3562,3403,3349,4065,2251,2554,2590,2952,3189,3481,3281,3443,3510,3553,3336,3632,2154,2416,2489,2384,2615,2925,2658,2847,3025,3369,3341,3475,2030,2166,2139,2398,2462,2642,2547,2834,2798,3016,1815,2982
4200s,167,199,160,158,158,162,161,164,163,166,169,183,2125,3040,2831,2819,2818,3950,3485,3366,3357,4508,3848,3585,2195,2660,2919,3194,3040,3259,4082,4054,4031,4107,4481,4976,2591,3304,3091,3417,3656,4265,4189,4229,4474,4940,4197,4621,2390,2446,2611,2829,3032,3098,3261,3321,3664,3430,3412,4111,2336,2607,2734,2955,3195,3515,3305,3478,3493,3577,3381,3711,2132,2482,2494,2418,2627,2889,2698,2826,2980,3385,3274,3405,1982,2245,2166,2429,2505,2710,2549,2809,2776,2972,1818,2968
4800s,164,200,160,160,154,160,161,160,164,159,167,178,2098,3134,2832,2854,2872,3952,3470,3340,3324,4573,3850,3536,2239,2777,3090,3300,3192,3283,4097,4086,4108,4013,4495,4963,2589,3406,3081,3448,3735,4286,4180,4252,4500,5032,4366,4528,2394,2499,2710,2974,3294,3229,3386,3528,3883,3648,3582,4293,2402,2632,2628,3050,3231,3591,3361,3635,3673,3802,3517,3972,2197,2541,2646,2521,2772,3046,2861,2939,3118,3538,3471,3524,2011,2209,2123,2475,2511,2765,2589,2796,2845,3040,1862,3025
5400s,162,199,163,161,157,156,157,162,166,166,168,171,2123,3243,2908,2805,2849,4029,3428,3299,3328,4699,3881,3530,2257,2782,3188,3426,3231,3452,4307,4215,4177,4325,4798,5198,2696,3491,3166,3411,3824,4463,4259,4218,4600,5126,4543,4694,2449,2516,2710,2966,3264,3256,3332,3503,3787,3649,3549,4209,2355,2769,2789,3061,3341,3641,3359,3653,3649,3760,3463,3967,2201,2547,2669,2498,2775,3084,2899,2936,3112,3552,3497,3565,2028,2310,2185,2508,2556,2827,2630,2848,2931,3108,1911,3064
6000s,166,197,159,158,156,160,162,165,163,163,173,181,2162,3346,3012,2778,2845,4237,3453,3328,3308,4908,3993,3745,2367,2918,3317,3552,3264,3525,4435,4317,4160,4308,4845,5346,2860,3720,3206,3621,3931,4608,4304,4273,4711,5323,4522,4703,2551,2558,2771,3005,3382,3223,3369,3610,4020,3740,3694,4490,2505,2751,2732,3253,3426,3767,3574,3894,3896,4006,3709,4339,2241,2618,2757,2604,2824,3221,3111,3102,3281,3732,3719,3711,2226,2279,2278,2488,2604,2848,2671,2872,3032,3186,2012,3179
6600s,170,197,160,164,161,162,165,163,162,159,171,177,2183,3512,3003,2686,2787,4301,3467,3241,3290,5109,4031,3593,2479,2986,3513,3707,3476,3674,4690,4590,4407,4627,5347,5741,2926,3802,3332,3552,4052,4649,4291,4266,4845,5557,4726,4945,2670,2620,2743,3128,3581,3359,3535,3849,4374,3914,3859,4677,2637,3002,2855,3243,3565,3896,3606,4050,4073,4160,3835,4667,2352,2735,2864,2622,2887,3300,3222,3105,3294,3811,3821,3754,2297,2387,2369,2533,2767,2914,2711,2924,3176,3249,2142,3198
7200s,164,197,159,161,160,161,160,162,163,160,170,178,2162,3677,3180,2720,2952,4803,3779,3361,3409,5636,4419,3960,2527,3177,3671,3892,3561,3812,4986,4827,4524,4763,5646,5969,3103,3979,3537,3571,4328,5002,4638,4498,5266,5940,4896,5009,2814,2603,2693,3141,3633,3244,3364,3706,4309,3734,3684,4672,2672,2929,3024,3527,3718,4008,3574,4212,4181,4276,3902,4732,2428,2869,3041,2679,2946,3361,3333,3095,3316,3899,4001,3802,2370,2407,2422,2515,2896,3000,2777,2928,3261,3397,2238,3246
7800s,165,199,162,164,159,159,166,166,168,162,166,176,2150,3956,3225,2674,2793,4803,3688,3216,3278,5816,4354,3690,2612,3252,3970,4112,3656,3886,5094,4949,4577,4861,5744,6242,3240,4204,3691,3635,4612,5318,4752,4535,5492,6252,5168,5146,2947,2675,2760,3205,3865,3295,3390,3835,4547,3786,3678,4763,2920,3262,3088,3731,3970,4273,3683,4453,4468,4536,4035,4996,2528,3088,3221,2778,3034,3543,3582,3186,3443,4041,4231,3922,2544,2591,2372,2647,3018,3165,2871,3014,3501,3471,2408,3321
8400s,168,202,159,165,160,155,161,162,160,164,170,178,2113,4246,3268,2777,2865,5436,4005,3384,3399,6354,4709,3826,2723,3407,4096,4291,3685,3901,5244,5173,4715,4981,6057,6369,3430,4575,3874,3751,4771,5592,4959,4636,5790,6579,5480,5122,3118,2649,2743,3271,4048,3319,3388,4014,4842,3908,3714,4937,3051,3489,3221,4013,4186,4629,3987,4847,4802,4885,4289,5360,2627,3190,3396,2781,3173,3777,3861,3355,3777,4602,4733,4177,2502,2720,2480,2684,3185,3300,2949,3171,3756,3718,2614,3550
9000s,166,202,157,163,159,158,162,165,165,163,164,171,2160,4508,3482,2707,2881,5668,4115,3250,3241,6551,4675,3659,2885,3610,4308,4608,3974,4274,5813,5600,4918,5365,6574,6898,3630,4781,4071,3889,5078,5928,5325,4879,6221,7141,5934,5462,3330,2646,2690,3380,4205,3340,3295,4044,4887,3868,3700,5189,3266,3728,3367,4269,4406,4997,4222,5267,5184,5227,4586,5652,2807,3388,3615,2917,3441,4034,4098,3459,3901,4685,4803,4129,2796,2814,2549,2797,3309,3433,3171,3235,3907,3817,2726,3539
9600s,165,207,161,161,161,159,162,168,166,164,168,177,2149,4672,3559,2781,2833,6090,4423,3329,3251,6879,4921,3628,3030,3665,4438,4466,3733,4097,5528,5428,4792,5182,6435,6851,3876,5089,4342,4135,5312,6256,5664,5167,6571,7301,6029,5439,3534,2835,2809,3617,4615,3538,3434,4406,5417,4139,3865,5442,3465,3870,3543,4530,4725,5197,4473,5493,5485,5541,4754,5951,3007,3598,3801,3014,3616,4193,4295,3509,4062,5037,5174,4302,2902,2848,2649,2837,3591,3592,3245,3394,4134,4032,2937,3742
10200s,164,200,164,165,159,159,164,167,162,162,167,178,2124,4860,3852,2736,2854,6308,4548,3277,3335,7342,5290,3737,3238,3926,4871,4943,4232,4558,6482,6115,5248,5902,7134,7471,4142,5317,4644,4392,5676,6743,6029,5545,6962,7782,6520,5907,3756,2920,2691,3682,4674,3563,3425,4478,5555,4168,3790,5640,3761,4103,3856,4689,4920,5464,4599,5717,5604,5665,4810,6170,3223,3796,3948,3029,3688,4258,4467,3566,4251,5102,5321,4498,3107,3019,2777,3039,3695,3826,3425,3493,4294,4143,3091,3977
10800s,165,198,159,162,160,162,165,159,169,160,165,176,2144,5264,3953,2797,2862,6663,4744,3294,3265,7652,5489,3719,3391,4299,5235,5563,4546,5078,6950,6717,5849,6488,8082,8286,4412,5691,4862,4771,6026,6969,6267,5907,7316,8222,6944,6609,4073,3088,2879,4129,5231,3905,3627,4986,6210,4563,4070,6144,4028,4388,3937,5020,5405,5784,4855,6155,6160,6220,5306,6834,3466,4080,4334,3285,4164,4798,4985,3896,4701,5605,5746,4731,3223,3153,2961,3204,3939,4012,3532,3735,4583,4377,3362,4206
11400s,169,194,163,159,159,157,164,165,161,162,178,178,2053,5464,4054,2735,2830,7047,5064,3392,3366,8270,5720,3653,3412,4298,5261,5460,4404,4924,6689,6460,5469,6122,7640,7768,4499,6012,5025,5063,6307,7358,6640,6345,7784,8594,7086,6342,4105,3101,2831,4102,5170,3758,3474,4986,6180,4471,3964,6076,4137,4556,4119,5304,5563,6148,5087,6610,6588,6645,5469,6860,3613,4134,4473,3273,4061,4583,4832,3774,4600,5570,5940,4928,3284,3407,3054,3395,4167,4255,3703,3937,4967,4753,3629,4416
12000s,159,206,162,164,157,161,164,167,167,157,168,181,2151,5675,4300,2687,2837,7340,5246,3373,3406,8670,6095,3727,3711,4804,5903,6168,5066,5468,7518,7182,6095,6736,8634,9131,4901,6149,5434,5252,6823,7757,7129,6610,8299,9010,7868,7365,4527,3379,3011,4597,5826,4110,3741,5453,6824,4840,4211,6789,4302,4876,4277,5646,5863,6519,5377,6785,7040,6989,6019,7646,3728,4423,4737,3519,4329,4991,5359,4155,5011,6008,6366,5170,3516,3544,3219,3488,4291,4460,3879,4090,5203,4969,3833,4731
12600s,164,202,156,161,161,158,161,168,165,162,167,177,2100,5955,4289,2772,2812,7638,5526,3394,3386,8972,6425,3782,3834,4760,6201,6402,5246,5809,8094,7805,6508,7213,8989,9252,5306,6491,5595,5687,6972,7952,7483,6929,8576,9434,8349,7587,4745,3493,3016,4682,5970,4184,3773,5666,6887,4884,4276,6751,4572,5083,4529,5768,6295,6931,5657,7294,7294,7318,6120,7563,3964,4721,4895,3609,4479,5163,5352,4112,5059,6215,6662,5365,3926,3677,3291,3804,4579,4665,4035,4404,5455,5258,4144,4885
13200s,162,204,165,166,161,161,160,160,167,163,172,177,2114,6180,4711,2720,2869,7940,5809,3402,3384,9177,6459,3677,3966,5242,6464,6843,5588,6116,8480,8227,6910,7789,9746,10088,5383,6694,6090,5886,7296,8291,7744,7368,8872,9739,8593,8350,4824,3623,3083,4940,6247,4403,4000,5923,7154,5115,4462,7147,4882,5333,4702,6150,6410,7106,5847,7382,7442,7600,6430,7902,4177,4967,5201,3928,4914,5577,5974,4643,5642,6771,7161,5773,3991,3961,3521,3883,4902,4895,4166,4561,5669,5490,4435,5266
13800s,169,201,160,161,166,162,163,164,166,163,171,174,2080,6402,4744,2709,2807,8195,5936,3396,3426,9382,6652,3703,4156,5373,6407,6802,5643,6283,8622,8364,7035,7867,9670,10160,5458,6958,6196,6230,7495,8610,8019,7818,9295,10099,9081,8524,5024,3632,3235,5164,6491,4439,4022,6091,7347,5081,4456,7310,5084,5544,4924,6398,6611,7427,6170,7686,7639,7617,6628,8067,4321,5099,5424,4015,5073,5748,5987,4639,5620,6816,7159,5790,4259,4095,3589,3996,5024,5135,4423,4719,5970,5640,4619,5364
14400s,168,203,165,161,162,165,158,165,166,165,172,185,2089,6484,4992,2735,2824,8517,6263,3390,3343,9466,6831,3704,4313,5472,6927,7003,5695,6348,8605,8417,7106,8291,10011,10614,5690,7148,6437,6504,7810,8820,8361,8108,9517,10293,9326,9011,5134,3708,3269,5287,6522,4550,4230,6624,7803,5396,4806,7893,5207,5705,5159,6539,6747,7699,6458,8015,8006,8175,7197,8545,4514,5354,5499,4157,5236,6054,6174,4890,5866,7338,7515,6199,4469,4414,3871,4223,5204,5451,4606,5011,6200,5896,4932,5775
15000s,170,203,158,166,155,160,160,163,166,166,174,178,2183,6730,5030,2813,2814,8707,6397,3424,3422,9999,7222,3707,4596,5656,7244,7565,6220,6941,9241,9100,7824,8841,10720,11092,5972,7405,6680,6787,7928,9006,8664,8256,9718,10681,9684,9524,5466,3794,3438,5808,7058,4895,4538,7262,8484,5866,5241,8612,5429,5905,5400,6660,6954,7841,6628,8121,8216,8487,7801,9240,4648,5555,5775,4499,5622,6452,6738,5389,6495,7860,8428,6914,4946,4552,4056,4266,5588,5579,4719,5193,6459,6328,5468,6424
15600s,168,208,163,164,157,159,166,166,160,167,171,183,2083,6904,5298,2750,2783,8835,6583,3368,3356,10065,7205,3651,4682,5735,6964,6977,5893,6755,8708,8464,7344,8248,9751,10074,6055,7476,6859,6953,8049,9186,8860,8546,9909,10679,9728,8787,5541,4045,3583,5877,6949,4872,4672,7273,8423,5804,5168,8288,5499,6003,5456,6817,7156,7961,6841,8265,8423,8687,7851,8796,4767,5666,5676,4498,5469,6301,6350,5222,6196,7553,7742,6692,5224,4778,4164,4548,5589,5888,4953,5447,6628,6444,5523,6288
16200s,166,210,158,157,159,158,165,170,172,168,167,173,2120,6905,5370,2739,2793,8764,6730,3371,3369,10425,7611,3700,4808,6227,7168,7618,6311,7049,9151,8777,7752,8545,10271,10661,6069,7523,6993,7079,8128,9263,9099,8827,10015,10915,10275,9303,5542,4079,3701,5984,7107,4928,4787,7370,8344,5825,5314,8661,5629,6067,5636,6904,7196,8072,7080,8382,8543,8789,8117,8977,4884,5843,5831,4647,5503,6369,6660,5511,6422,7770,7964,7009,5505,4989,4314,4660,5830,5997,5084,5599,6823,6757,5822,6709
16800s,163,206,158,164,157,159,162,170,162,169,170,175,2087,6867,5485,2732,2785,9056,6773,3390,3362,10570,7830,3745,4946,6093,7377,7553,6535,7278,9242,8967,8026,8922,10379,10942,6117,7663,7016,7343,8248,9476,9185,9053,10179,11007,10481,9721,5661,4105,3762,6152,7174,5020,4926,7494,8714,6097,5714,8962,5733,6192,5786,6952,7187,8253,7218,8536,8677,8937,8493,9402,5072,5970,5892,4955,5731,6537,6700,5750,6514,7817,7942,7156,5576,5262,4498,4936,5940,6201,5230,5893,6929,6816,5823,6917
17400s,170,201,161,163,164,157,161,164,164,168,173,175,2078,7043,5606,2731,2799,8964,6879,3357,3334,10667,7766,3699,5059,6015,7120,7341,6578,7060,9065,9091,8086,8808,10338,11117,6253,7819,7223,7407,8370,9531,9353,9129,10353,11254,10607,9844,5822,4225,3857,5967,7072,4917,4884,7411,8457,6025,5775,9199,5756,6519,5985,7067,7254,8390,7387,8652,8795,9028,8733,9501,5049,5823,5925,4886,5718,6493,6660,5842,6560,8015,8221,7722,5719,5446,4641,5038,6135,6354,5581,5918,7193,7169,6132,7460
18000s,163,205,160,159,161,159,165,170,167,161,170,179,2066,7305,5605,2744,2819,9156,7102,3365,3306,10380,7729,3676,5255,6012,7181,7357,6627,7232,9287,9328,8495,9023,10621,11235,6375,7820,7288,7536,8465,9719,9427,9437,10440,11465,10745,10016,5991,4323,3970,6188,7183,5263,5240,7877,8985,6382,6196,9492,6063,6404,6130,7253,7540,8395,7652,8725,8801,9291,8893,9711,5369,6212,6144,5244,5848,6725,6776,6160,6701,8228,8390,7969,5918,5555,4890,5368,6260,6462,5731,6142,7139,7238,6267,7750
