experiment,strain,replicates,normalized.growth.rate.mean,normalized.growth.rate.sd,normalized.growth.rate.sem,normalized.growth.rate.95CI.range,normalized.GFP.rate.mean,normalized.GFP.rate.sd,normalized.GFP.rate.sem,normalized.GFP.rate.95CI.range,p.value,translational.burden.fraction.p.value,category,burden.mean,burden.sd,burden.sem,burden.95CI.range,burden.cv,translational.burden.fraction.mean,translational.burden.fraction.sd,translational.burden.fraction.sem,translational.burden.fraction.95CI.range
exp017,JEB1206,3,0.631145532,0.037373292,0.02157748,0.092840404,0.577794517,0.018011277,0.010398816,0.044742493,NA,NA,control,0.368854468,0.037373292,0.02157748,0.092840404,0.101322595,1.144639742,0.048830308,0.058498627,0.251699279
exp017,JEB1207,3,0.793843879,0.046663482,0.026941174,0.115918516,0.828927771,0.110001851,0.063509598,0.273259746,NA,NA,control,0.206156121,0.046663482,0.026941174,0.115918516,0.226350215,0.82981882,0.53358518,0.130683357,0.562285105
exp017,JEB1208,3,0.631736324,0.014518672,0.008382359,0.036066381,0.629226485,0.083175029,0.048021125,0.206618226,NA,NA,control,0.368263676,0.014518672,0.008382359,0.036066381,0.039424665,1.006815332,0.225857271,0.022761841,0.097936297
exp018,BB132,3,1.011705047,0.024970812,0.014416905,0.062030937,1.026826342,0.012859061,0.007424182,0.031943678,0.997783483,0.49610619,no burden,-0.011705047,0.024970812,0.014416905,0.062030937,-2.133337244,2.291861103,-1.098591145,-1.231682832,-5.299503499
exp018,BB133,3,0.961111721,0.052079958,0.030068378,0.129373788,1.024266923,0.05403044,0.031194489,0.134219054,0.404329985,0.372922941,no burden,0.038888279,0.052079958,0.030068378,0.129373788,1.339219925,-0.624016375,1.389375967,0.773198984,3.326806721
exp018,BB134,3,0.943916013,0.025647198,0.014807417,0.063711172,0.956214903,0.031731884,0.018320412,0.078826369,0.135889825,0.616812732,no burden,0.056083987,0.025647198,0.014807417,0.063711172,0.457299833,0.780705854,0.565792219,0.264022182,1.13599576
exp018,BB136,3,0.963995354,0.027334253,0.015781438,0.067902048,0.922306439,0.044370538,0.025617342,0.110222527,0.251911768,0.999986208,no burden,0.036004646,0.027334253,0.015781438,0.067902048,0.759186827,2.157875996,1.232355919,0.438316719,1.885924626
exp018,BB137,3,0.961657799,0.009028141,0.0052124,0.022427146,0.995501001,0.057010799,0.0329152,0.141622677,0.068200788,0.492633013,no burden,0.038342201,0.009028141,0.0052124,0.022427146,0.235462253,0.11733805,1.486894274,0.135944195,0.584920663
exp018,BB138,3,0.968566944,0.026498471,0.015298899,0.065825851,0.997462112,0.043942979,0.025370491,0.109160412,0.273686152,0.478256434,no burden,0.031433056,0.026498471,0.015298899,0.065825851,0.843012893,0.080739451,1.39798625,0.486713721,2.09416012
exp018,BB139,3,0.836507354,0.001581887,0.000913303,0.003929626,0.843800095,0.028827481,0.016643554,0.071611434,0.003221834,0.654834131,significant,0.163492646,0.001581887,0.000913303,0.003929626,0.009675588,0.955394073,0.176322801,0.005586203,0.024035493
exp018,BB140,3,1.015010962,0.029649428,0.017118105,0.073653263,1.045286153,0.052389954,0.030247354,0.130143861,0.998476415,0.503013822,no burden,-0.015010962,0.029649428,0.017118105,0.073653263,-1.975185119,3.016872172,-3.490113104,-1.14037366,-4.906631841
exp018,BB141,3,0.970624569,0.032687274,0.018872007,0.081199691,0.997307217,0.00623716,0.003601026,0.015493965,0.350727011,0.42270097,no burden,0.029375431,0.032687274,0.018872007,0.081199691,1.112741954,0.091667875,0.212325747,0.642441866,2.76420425
exp018,BB142,3,1.01455747,0.007348934,0.004242909,0.018255765,1.010045532,0.0438709,0.025328876,0.108981358,0.999177152,0.861909511,no burden,-0.01455747,0.007348934,0.004242909,0.018255765,-0.504822221,0.690060312,-3.013634942,-0.291459245,-1.254047916
exp018,BB143,3,0.962273497,0.043063397,0.024862664,0.106975408,1.020479621,0.065278447,0.037688529,0.162160652,0.355816814,0.409070856,no burden,0.037726503,0.043063397,0.024862664,0.106975408,1.141462732,-0.542844412,1.730307407,0.659023816,2.835550619
exp018,BB144,3,1.009187278,0.014254163,0.008229645,0.035409304,0.991870034,0.008960302,0.005173233,0.022258625,0.999177152,0.999986208,no burden,-0.009187278,0.014254163,0.008229645,0.035409304,-1.551510917,-0.884915552,-0.975294512,-0.895765246,-3.85416678
exp018,BB145,3,1.004348583,0.009957723,0.005749094,0.024736354,1.020111299,0.021342526,0.012322113,0.053017773,0.996500924,0.443764798,no burden,-0.004348583,0.009957723,0.005749094,0.024736354,-2.289877693,4.624793933,-4.90792672,-1.322061502,-5.688371532
exp018,BB146,3,0.990614451,0.021717614,0.01253867,0.053949544,1.007922569,0.040976462,0.023657771,0.101791174,0.538718783,0.567615741,no burden,0.009385549,0.021717614,0.01253867,0.053949544,2.313941858,-0.844124216,4.365910094,1.335954955,5.748150232
exp018,BB147,3,0.982550326,0.017357763,0.010021509,0.043119074,1.019513062,0.025247345,0.014576561,0.062717881,0.318680049,0.271838637,no burden,0.017449674,0.017357763,0.010021509,0.043119074,0.994732788,-1.118247894,1.446866249,0.574309243,2.471053232
exp018,BB148,3,1.019185464,0.012260068,0.007078354,0.030455698,1.041963018,0.013289442,0.007672663,0.033012804,0.999177152,0.26775899,no burden,-0.019185464,0.012260068,0.007078354,0.030455698,-0.639029031,2.187229789,-0.692682858,-0.368943583,-1.587436115
exp018,BB149,3,0.932651174,0.062253681,0.035942179,0.154646716,1.31435326,0.031222671,0.018026417,0.077561414,0.296762556,0.039169085,no burden,0.067348826,0.062253681,0.035942179,0.154646716,0.924346932,-4.667538816,0.463596361,0.53367195,2.296205072
exp018,BB157,3,1.012012354,0.0304232,0.017564843,0.07557542,1.068098459,0.011320878,0.006536112,0.028122621,0.978648476,0.225725863,no burden,-0.012012354,0.0304232,0.017564843,0.07557542,-2.532659283,5.669035198,-0.942436278,-1.462231519,-6.291474436
exp018,BB158,3,0.985896182,0.055008283,0.031759047,0.13664815,1.065672292,0.071340705,0.041188575,0.177220136,0.639972792,0.372922941,no burden,0.014103818,0.055008283,0.031759047,0.13664815,3.9002405,-4.656348417,5.05825472,2.251804903,9.688734512
exp018,BB159,3,0.972677187,0.021359713,0.012332036,0.053060469,1.108288149,0.025494639,0.014719336,0.063332193,0.257433945,0.038717188,no burden,0.027322813,0.021359713,0.012332036,0.053060469,0.781753804,-3.963286964,0.933089811,0.451345769,1.941984107
exp018,JEB1204,3,0.843516716,0.114277111,0.065977921,0.283880082,1.030390411,0.091951579,0.053088269,0.228420386,NA,NA,control,0.156483284,0.114277111,0.065977921,0.283880082,0.730283189,-0.194208674,0.587612792,0.421629195,1.814124009
exp018,JEB1205,3,0.792161762,0.132780158,0.07666066,0.329844197,1.00522826,0.065037744,0.037549559,0.161562712,NA,NA,control,0.207838238,0.132780158,0.07666066,0.329844197,0.638862988,-0.025155429,0.312924823,0.368847718,1.587023641
exp018,JEB1206,3,0.670200205,0.010006809,0.005777434,0.024858292,0.717055528,0.04797424,0.02769794,0.119174618,NA,NA,control,0.329799795,0.010006809,0.005777434,0.024858292,0.030342072,0.857927982,0.145464735,0.017518003,0.075373885
exp018,JEB1207,3,0.797125992,0.040440568,0.023348373,0.100459941,1.082828598,0.079769106,0.046054715,0.198157445,NA,NA,control,0.202874008,0.040440568,0.023348373,0.100459941,0.199338342,-0.408276049,0.393195299,0.115088045,0.495183893
exp018,JEB1208,3,0.688643119,0.050975706,0.029430837,0.126630673,0.700060369,0.158617045,0.091577594,0.394026583,NA,NA,control,0.311356881,0.050975706,0.029430837,0.126630673,0.163721147,0.963330664,0.509438058,0.094524448,0.406705875
exp020,BB271,3,0.915235698,0.029021282,0.016755445,0.072092861,1.065117762,0.03762518,0.021722908,0.093466128,0.095308251,0.056281708,no burden,0.084764302,0.029021282,0.016755445,0.072092861,0.342376226,-0.768221528,0.443880017,0.197671007,0.850509696
exp020,BB272,3,0.862142296,0.035299551,0.020380205,0.087688947,0.794035022,0.038767121,0.022382208,0.096302867,0.074073561,0.999986208,no burden,0.137857704,0.035299551,0.020380205,0.087688947,0.256057879,1.494040391,0.281211131,0.147835085,0.636083034
exp020,BB273,3,0.98599542,0.033841191,0.01953822,0.084066178,0.964106459,0.021234182,0.012259561,0.052748632,0.546589375,0.999986208,no burden,0.01400458,0.033841191,0.01953822,0.084066178,2.416437316,2.562985802,1.516231214,1.395130735,6.002763065
exp020,BB274,3,1.009297979,0.009892665,0.005711533,0.024574742,0.923943869,0.029228676,0.016875184,0.072608057,0.999177152,0.999986208,no burden,-0.009297979,0.009892665,0.005711533,0.024574742,-1.063958591,-8.179855884,-3.143551416,-0.614276779,-2.64301966
exp020,BB275,3,0.953716343,0.031618188,0.018254769,0.078543934,1.021829962,0.041047009,0.023698502,0.101966424,0.223565484,0.259924201,no burden,0.046283657,0.031618188,0.018254769,0.078543934,0.683139374,-0.471655953,0.886857529,0.394410701,1.697012281
exp020,BB276,3,1.032195774,0.045978072,0.026545452,0.114215862,1.02986283,0.003617321,0.002088461,0.008985923,0.999177152,0.839587662,no burden,-0.032195774,0.045978072,0.026545452,0.114215862,-1.42807785,0.927538795,-0.112353897,-0.824501131,-3.547542043
exp020,BB277,3,0.972836995,0.013341935,0.00770297,0.033143205,1.010385649,0.082795647,0.047802089,0.20567579,0.149437521,0.540686948,no burden,0.027163005,0.013341935,0.00770297,0.033143205,0.491180395,-0.382345361,3.048103397,0.283583133,1.220159743
exp020,BB278,3,1.036140702,0.011376588,0.006568276,0.028261012,1.008359644,0.006963576,0.004020423,0.017298482,0.999177152,0.999986208,no burden,-0.036140702,0.011376588,0.006568276,0.028261012,-0.314786039,0.231308283,-0.192679607,-0.181741804,-0.78197187
exp020,BB279,3,1.021717552,0.00958302,0.005532759,0.023805541,1.025541488,0.050401948,0.029099578,0.125205381,0.999177152,0.771374438,no burden,-0.021717552,0.00958302,0.005532759,0.023805541,-0.441256918,1.176075843,-2.32079327,-0.2547598,-1.09614295
exp020,BB280,3,0.862939749,0.054345117,0.031376168,0.135000755,0.913312987,0.032003454,0.018477203,0.079500986,0.114081005,0.392802601,no burden,0.137060251,0.054345117,0.031376168,0.135000755,0.39650531,0.632473762,0.233499162,0.228922447,0.984973793
exp020,BB281,3,0.97870827,0.072084774,0.041618164,0.179068507,0.952784237,0.069701682,0.040242285,0.173148578,0.616529569,0.927551419,no burden,0.02129173,0.072084774,0.041618164,0.179068507,3.385576164,2.21756347,3.273650449,1.95466331,8.410237426
exp020,BB282,3,0.901324498,0.027884436,0.016099087,0.06926878,0.849238076,0.025159051,0.014525585,0.062498548,0.078903806,0.999986208,no burden,0.098675502,0.027884436,0.016099087,0.06926878,0.282587227,1.527855658,0.254967551,0.163151812,0.701985588
exp020,BB283,3,0.969010318,0.135727288,0.078362186,0.337165274,0.963399996,0.089704135,0.051790707,0.222837425,0.658900666,0.839587662,no burden,0.030989682,0.135727288,0.078362186,0.337165274,4.379757295,1.181038378,2.894645191,2.528654053,10.87992027
exp020,BB284,3,0.930338949,0.012125282,0.007000535,0.030120869,0.977534471,0.040461669,0.023360555,0.100512357,0.048412051,0.345137674,significant,0.069661051,0.012125282,0.007000535,0.030120869,0.174061134,0.322497699,0.580836321,0.100494242,0.432391826
exp020,BB285,3,0.998844784,0.050942431,0.029411626,0.126548014,1.018084622,0.043203732,0.024943686,0.107324021,0.812821862,0.624933556,no burden,0.001155216,0.050942431,0.029411626,0.126548014,44.09773697,-15.65474745,37.39882026,25.45984031,109.5448514
exp020,BB286,3,0.834106206,0.007601599,0.004388785,0.018883418,0.859717249,0.012204117,0.00704605,0.030316707,0.013125023,0.187757543,significant,0.165893794,0.007601599,0.004388785,0.018883418,0.04582208,0.845617834,0.073565844,0.02645539,0.113828358
exp020,BB287,3,0.959474635,0.022983171,0.01326934,0.057093363,0.855112366,0.015386817,0.008883583,0.038222971,0.173772961,0.999986208,no burden,0.040525365,0.022983171,0.01326934,0.057093363,0.567130516,3.575233253,0.379683598,0.327432956,1.408830302
exp020,BB288,3,0.700005587,0.034364045,0.019840091,0.08536502,1.096793643,0.080188858,0.046297059,0.199200167,0.033233749,0.056281708,significant,0.299994413,0.034364045,0.019840091,0.08536502,0.11454895,-0.322651485,0.267301172,0.066134867,0.284555366
exp020,BB289,3,0.970988907,0.055038541,0.031776516,0.136723314,1.001632729,0.007793337,0.004499485,0.019359722,0.494768779,0.500474105,no burden,0.029011093,0.055038541,0.031776516,0.136723314,1.89715505,-0.056279478,0.268633006,1.095322979,4.712794405
exp020,BB290,3,0.972133634,0.013741422,0.007933614,0.034135586,0.961478907,0.017882568,0.010324506,0.044422763,0.149437521,0.999986208,no burden,0.027866366,0.013741422,0.007933614,0.034135586,0.49311857,1.382350789,0.641725895,0.284702139,1.224974435
exp020,BB291,3,1.007828432,0.031193821,0.018009761,0.077489746,1.009402891,0.03216932,0.018572966,0.079913022,0.92925421,0.786578124,no burden,-0.007828432,0.031193821,0.018009761,0.077489746,-3.984682953,1.201120523,-4.109292794,-2.300557776,-9.898501194
exp020,BB292,3,0.983169538,0.022500277,0.012990541,0.055893787,0.975875112,0.042306233,0.024425515,0.105094508,0.404329985,0.893354239,no burden,0.016830462,0.022500277,0.012990541,0.055893787,1.336878156,1.433406134,2.5136703,0.771846963,3.320989444
exp020,BB293,3,1.020900367,0.012002422,0.006929601,0.029815668,1.049651677,0.038363624,0.022149249,0.095300525,0.999177152,0.437052893,no burden,-0.020900367,0.012002422,0.006929601,0.029815668,-0.574268465,2.37563665,-1.835547882,-0.331554053,-1.426561952
exp020,JEB1204,3,0.834109411,0.058004082,0.033488672,0.144090128,0.849865057,0.040793082,0.023551897,0.101335634,NA,NA,control,0.165890589,0.058004082,0.033488672,0.144090128,0.349652639,0.905023868,0.245903535,0.201872045,0.868585306
exp020,JEB1205,3,0.821664657,0.023135008,0.013357003,0.057470546,0.830047684,0.042624699,0.024609381,0.105885621,NA,NA,control,0.178335343,0.023135008,0.013357003,0.057470546,0.129727556,0.952992899,0.239014307,0.074898239,0.322261114
exp020,JEB1206,3,0.590178529,0.029790224,0.017199394,0.07400302,0.543691983,0.021818038,0.01259665,0.054199012,NA,NA,control,0.409821471,0.029790224,0.017199394,0.07400302,0.072690736,1.113431213,0.05323791,0.041968016,0.180573799
exp020,JEB1207,3,0.780161776,0.017560014,0.010138279,0.043621492,0.799950362,0.029658961,0.017123609,0.073676943,NA,NA,control,0.219838224,0.017560014,0.010138279,0.043621492,0.079876982,0.909985691,0.134912666,0.046116997,0.198425423
exp020,JEB1208,3,0.763314524,0.118655584,0.068505833,0.294756811,0.698153185,0.024106195,0.013917718,0.059883107,NA,NA,control,0.236685476,0.118655584,0.068505833,0.294756811,0.501321779,1.275307719,0.101849065,0.289438264,1.245352337
exp021,BB160,3,0.850292243,0.130809033,0.07552263,0.324947652,1.150611729,0.13886223,0.080172146,0.344952902,0.280259584,0.195998188,no burden,0.149707757,0.130809033,0.07552263,0.324947652,0.873762559,-1.006038247,0.927555342,0.504467049,2.170546525
exp021,BB161,3,0.996656419,0.006328551,0.003653791,0.015720993,0.964516754,0.077674205,0.044845223,0.192953421,0.494768779,0.975274842,no burden,0.003343581,0.006328551,0.003653791,0.015720993,1.892746676,10.61234915,23.23084464,1.092777803,4.701843396
exp021,BB162,3,1.001169374,0.013305992,0.007682218,0.033053917,0.953980666,0.019426182,0.011215711,0.048257311,0.858342826,0.999986208,no burden,-0.001169374,0.013305992,0.007682218,0.033053917,-11.37872967,-39.35381592,-16.6124609,-6.569512638,-28.26633148
exp021,BB163,3,0.953270069,0.014604863,0.008432122,0.036280492,1.012731381,0.059932684,0.034602151,0.14888104,0.08783706,0.372922941,no burden,0.046729931,0.014604863,0.008432122,0.036280492,0.312537665,-0.272445966,1.282533122,0.180443705,0.776386599
exp021,BB169,3,0.641823895,0.033075448,0.019096119,0.082163967,NA,NA,NA,NA,0.03076214,NA,significant,0.358176105,0.033075448,0.019096119,0.082163967,0.092344093,NA,NA,0.053314887,0.229395445
exp021,BB171,3,0.814370457,0.019117041,0.011037229,0.047489364,6.546126314,0.84444269,0.487539215,2.097711932,0.031932148,0.056281708,significant,0.185629543,0.019117041,0.011037229,0.047489364,0.102984908,-29.87739026,4.549074865,0.059458364,0.255828694
exp021,BB172,3,0.962033367,0.031796256,0.018357577,0.078986278,0.944222912,0.105880198,0.061129961,0.263020993,0.273040458,0.894613962,no burden,0.037966633,0.031796256,0.018357577,0.078986278,0.837478932,1.469108071,2.788769732,0.483518687,2.080412999
exp021,BB173,3,0.717711932,0.007938533,0.004583314,0.019720408,9.788490109,0.128469594,0.074171955,0.319136164,0.009069248,0.006472387,other burden,0.282288068,0.007938533,0.004583314,0.019720408,0.028122097,-31.13305555,0.455101043,0.016236301,0.069859163
exp021,BB175,3,0.96513075,0.017469062,0.010085768,0.043395556,1.028343458,0.078153049,0.045121684,0.194142936,0.152199275,0.42270097,no burden,0.03486925,0.017469062,0.010085768,0.043395556,0.500987617,-0.81284966,2.241317193,0.289245335,1.244522232
exp021,BB176,3,1.026283457,0.028419364,0.016407928,0.070597614,1.039340393,0.066205226,0.038223605,0.164462898,0.999177152,0.712062153,no burden,-0.026283457,0.028419364,0.016407928,0.070597614,-1.081264326,1.496773936,-2.518893394,-0.62426825,-2.686009488
exp021,BB178,3,0.973451818,0.042560339,0.024572223,0.105725744,0.998498126,0.053642788,0.030970678,0.133256072,0.463645374,0.567615741,no burden,0.026548182,0.042560339,0.024572223,0.105725744,1.603135766,0.056571627,2.020582377,0.925570866,3.982410013
exp021,BB179,3,0.963984274,0.016129547,0.009312399,0.040068017,0.9914808,0.04175248,0.024105805,0.103718909,0.132203994,0.460563443,no burden,0.036015726,0.016129547,0.009312399,0.040068017,0.447847343,0.236541111,1.15928467,0.258564784,1.112514473
exp021,BB180,3,0.926283589,0.057527393,0.033213456,0.142905966,1.095132538,0.017500522,0.010103931,0.043473707,0.257433945,0.137586513,no burden,0.073716411,0.057527393,0.033213456,0.142905966,0.780387869,-1.290520482,0.23740334,0.450557146,1.938590936
exp021,BB181,3,1.020776516,0.019537911,0.011280218,0.048534862,1.058258913,0.099745855,0.057588296,0.247782441,0.999177152,0.580043146,no burden,-0.020776516,0.019537911,0.011280218,0.048534862,-0.940384366,2.804075147,-4.800894137,-0.542931167,-2.336044267
exp021,BB182,3,1.015972343,0.025639787,0.014803138,0.063692761,1.003650625,0.0527407,0.030449857,0.131015162,0.999177152,0.910677001,no burden,-0.015972343,0.025639787,0.014803138,0.063692761,-1.605261472,0.228559119,-3.302001515,-0.926798143,-3.987690561
exp021,BB183,3,1.039931972,0.032169565,0.018573107,0.079913629,1.061273022,0.048163897,0.027807439,0.119645754,0.999177152,0.567615741,no burden,-0.039931972,0.032169565,0.018573107,0.079913629,-0.805609209,1.534435152,-1.206148725,-0.465118694,-2.001244217
exp021,BB184,3,1.018546278,0.031626557,0.018259601,0.078564723,1.039717269,0.067821266,0.039156626,0.168477364,0.998808188,0.636348566,no burden,-0.018546278,0.031626557,0.018259601,0.078564723,-1.705277843,2.141522333,-3.656866664,-0.984542621,-4.236144998
exp021,BB185,3,0.995372722,0.068105939,0.039320982,0.169184531,1.047305438,0.095652853,0.0552252,0.237614859,0.769820707,0.519805174,no burden,0.004627278,0.068105939,0.039320982,0.169184531,14.71835859,-10.22316712,20.67151571,8.497648293,36.56242963
exp021,BB186,3,0.802333639,0.026183644,0.015117134,0.065043777,0.752093912,0.05652727,0.032636035,0.140421524,0.038622627,0.999986208,significant,0.197666361,0.026183644,0.015117134,0.065043777,0.132463834,1.254164274,0.285973142,0.07647803,0.329058405
exp021,BB187,3,0.686440078,0.074903131,0.043245343,0.186069693,0.834325566,0.129049889,0.074506988,0.320577695,0.068200788,0.352756799,no burden,0.313559922,0.074903131,0.043245343,0.186069693,0.238879799,0.528366102,0.411563722,0.137917316,0.593410317
exp021,BB188,3,1.051701046,0.040774013,0.023540887,0.101288262,1.038649914,0.063765796,0.036815199,0.158403017,0.999177152,0.903212331,no burden,-0.051701046,0.040774013,0.023540887,0.101288262,-0.788649662,0.747565411,-1.233355999,-0.455327095,-1.959114366
exp021,BB189,3,1.044871159,0.015392797,0.008887036,0.038237828,1.016585199,0.067752853,0.039117128,0.168307417,0.999177152,0.975274842,no burden,-0.044871159,0.015392797,0.008887036,0.038237828,-0.343044342,0.369618237,-1.509942114,-0.198056743,-0.852169388
exp021,BB190,3,1.000445957,0.042598956,0.024594519,0.105821673,1.087073558,0.056599157,0.032677539,0.1406001,0.829950113,0.26775899,no burden,-0.000445957,0.042598956,0.024594519,0.105821673,-95.52251772,195.2509238,-126.9161144,-55.14995132,-237.2910886
exp021,JEB1204,3,0.802778473,0.081166112,0.046861277,0.201627801,0.910783877,0.10039977,0.057965834,0.249406855,NA,NA,control,0.197221527,0.081166112,0.046861277,0.201627801,0.411547937,0.452365035,0.509071051,0.237607312,1.02234175
exp021,JEB1205,3,0.830440705,0.078224006,0.045162651,0.194319203,0.921299014,0.083901518,0.048440564,0.208422924,NA,NA,control,0.169559295,0.078224006,0.045162651,0.194319203,0.461337174,0.464150232,0.494821104,0.266353141,1.146025071
exp021,JEB1206,3,0.66583874,0.03450576,0.01992191,0.08571706,0.579825102,0.071108851,0.041054714,0.176644177,NA,NA,control,0.33416126,0.03450576,0.01992191,0.08571706,0.103260803,1.257401584,0.212798008,0.059617652,0.256514055
exp021,JEB1207,3,0.784799492,0.056204385,0.032449617,0.139619433,0.821193986,0.088672344,0.051195002,0.220274314,NA,NA,control,0.215200508,0.056204385,0.032449617,0.139619433,0.261172177,0.830881004,0.412045235,0.150787827,0.648787654
exp021,JEB1208,3,0.661832998,0.026703281,0.015417146,0.066334627,0.93790755,0.173064576,0.09991888,0.42991624,NA,NA,control,0.338167002,0.026703281,0.015417146,0.066334627,0.078964774,0.183614752,0.511772511,0.045590334,0.196159374
exp022,BB251,3,0.978312269,0.106858657,0.061694875,0.265451621,0.97012241,0.084065684,0.048535345,0.208830735,0.672472161,0.839587662,no burden,0.021687731,0.106858657,0.061694875,0.265451621,4.927147907,1.37762637,3.876186235,2.84469017,12.23971393
exp022,BB252,3,1.008062514,0.025806702,0.014899506,0.064107401,0.998598438,0.069551101,0.040155347,0.172774512,0.956042424,0.878376944,no burden,-0.008062514,0.025806702,0.014899506,0.064107401,-3.200825845,-0.173836837,-8.626478581,-1.847997663,-7.951292191
exp022,BB255,3,1.00022196,0.025690818,0.014832601,0.063819529,0.97710248,0.027477874,0.015864358,0.068258824,0.829950113,0.999986208,no burden,-0.00022196,0.025690818,0.014832601,0.063819529,-115.7455085,-103.1607919,-123.7967809,-66.82570051,-287.5277827
exp022,BB256,3,0.981104942,0.054970776,0.031737392,0.136554978,1.076735424,0.060370844,0.034855123,0.14996949,0.58789816,0.271838637,no burden,0.018895058,0.054970776,0.031737392,0.136554978,2.909267364,-4.061137187,3.195059947,1.679666296,7.227020772
exp022,BB258,3,0.981646886,0.059679856,0.034456181,0.148252981,1.037913846,0.032788602,0.018930508,0.081451404,0.607795723,0.383177671,no burden,0.018353114,0.059679856,0.034456181,0.148252981,3.251756489,-2.065799155,1.786541679,1.877402485,8.077810925
exp022,BB259,3,1.020077848,0.020267273,0.011701315,0.050346696,0.986283072,0.02955787,0.017065244,0.073425819,0.999177152,0.999986208,no burden,-0.020077848,0.020267273,0.011701315,0.050346696,-1.009434532,-0.683187168,-1.472163263,-0.582797299,-2.507574387
exp022,BB260,3,0.922904335,0.070448435,0.040673423,0.175003614,1.033639781,0.101890992,0.058826792,0.253111255,0.294895748,0.372922941,no burden,0.077095665,0.070448435,0.040673423,0.175003614,0.91377946,-0.436338169,1.321617656,0.527570817,2.269954017
exp022,BB261,3,0.97990348,0.059549426,0.034380877,0.147928975,1.041944384,0.057460236,0.033174683,0.14273914,0.590838262,0.395971755,no burden,0.02009652,0.059549426,0.034380877,0.147928975,2.963171082,-2.087146657,2.859213309,1.710787622,7.360925031
exp022,BB262,3,0.894408056,0.035383153,0.020428473,0.087896625,0.991442197,0.016641437,0.009607938,0.041339622,0.092665709,0.131079622,no burden,0.105591944,0.035383153,0.020428473,0.087896625,0.335093301,0.081045983,0.15760139,0.193466207,0.832417906
exp022,BB263,3,0.995054928,0.049481986,0.028568438,0.122920067,1.043787305,0.049266633,0.028444104,0.122385101,0.746552343,0.42270097,no burden,0.004945072,0.049481986,0.028568438,0.122920067,10.00632198,-8.854735036,9.962773013,5.777152686,24.85708177
exp022,BB264,3,0.955515961,0.080919642,0.046718977,0.201015533,1.07087723,0.073094409,0.042201077,0.181576578,0.485107725,0.312831115,no burden,0.044484039,0.080919642,0.046718977,0.201015533,1.819071348,-1.593318212,1.643160332,1.050241333,4.518823737
exp022,BB265,3,0.956734041,0.046208092,0.026678254,0.114787264,0.934847446,0.063347809,0.036573875,0.157364681,0.339088203,0.935888463,no burden,0.043265959,0.046208092,0.026678254,0.114787264,1.068001108,1.505861795,1.464148971,0.616610727,2.653061829
exp022,BB266,3,0.969977639,0.031007777,0.017902348,0.077027587,1.032933295,0.059147666,0.034148921,0.146930948,0.328638564,0.372922941,no burden,0.030022361,0.031007777,0.017902348,0.077027587,1.032822714,-1.096958862,1.970120395,0.596300472,2.565673854
exp022,BB267,3,0.936918641,0.011647726,0.006724818,0.028934556,1.055791692,0.005270358,0.003042843,0.013092296,0.050043315,0.026794002,no burden,0.063081359,0.011647726,0.006724818,0.028934556,0.184646087,-0.884440241,0.083548588,0.106605468,0.458686309
exp022,BB268,2,0.958293052,0.065250915,0.046139365,0.586256212,1.118193919,0.037958329,0.026840592,0.341042058,0.538718783,0.286944565,no burden,0.041706948,0.065250915,0.046139365,0.586256212,1.564509475,-2.833914365,0.910120046,1.106275259,14.05655993
exp022,BB269,3,0.92539039,0.051916673,0.029974105,0.128968165,1.071006357,0.073211615,0.042268746,0.181867734,0.226513566,0.196218392,no burden,0.07460961,0.051916673,0.029974105,0.128968165,0.695844312,-0.951705235,0.981262536,0.401745901,1.728573096
exp022,BB294,3,0.669214754,0.036242712,0.02092474,0.090031888,0.818545193,0.082564393,0.047668574,0.205101321,0.032395248,0.225725863,significant,0.330785246,0.036242712,0.02092474,0.090031888,0.109565685,0.548557741,0.249601195,0.063257778,0.272176249
exp022,BB296,3,0.908191175,0.015896952,0.009178109,0.039490217,0.880456067,0.039750837,0.022950156,0.098746554,0.048412051,0.999986208,significant,0.091808825,0.015896952,0.009178109,0.039490217,0.173152764,1.30209632,0.432974032,0.099969795,0.430135311
exp022,BB298,3,0.718461732,0.026832621,0.015491821,0.066655925,0.853741139,0.038973315,0.022501254,0.096815081,0.03112097,0.072001424,significant,0.281538268,0.026832621,0.015491821,0.066655925,0.095307188,0.519499044,0.138429902,0.05502563,0.236756179
exp022,BB426,3,0.900767295,0.08124571,0.046907233,0.201825533,1.132509384,0.054137842,0.031256498,0.134485855,0.269293857,0.111040365,no burden,0.099232705,0.08124571,0.046907233,0.201825533,0.818739247,-1.335339832,0.545564509,0.472699324,2.033861039
exp022,BB446,3,0.99649516,0.029500381,0.017032053,0.073283008,0.994619259,0.006369454,0.003677406,0.015822602,0.733467914,0.839587662,no burden,0.00350484,0.029500381,0.017032053,0.073283008,8.417040012,1.535231409,1.817330862,4.859580317,20.90908651
exp022,BB550,3,1.006919042,0.027345084,0.015787691,0.067928954,0.961510246,0.03481562,0.020100808,0.086486795,0.92925421,0.999986208,no burden,-0.006919042,0.027345084,0.015787691,0.067928954,-3.952148976,-5.562873523,-5.031855767,-2.281774275,-9.817682315
exp022,BB551,3,0.964179445,0.02255054,0.01301956,0.056018646,0.996863406,0.047293414,0.027304866,0.117483354,0.200605774,0.454111154,no burden,0.035820555,0.02255054,0.01301956,0.056018646,0.629541887,0.08756408,1.320287043,0.363466178,1.563868743
