experiment,strain,replicates,normalized.growth.rate.mean,normalized.growth.rate.sd,normalized.growth.rate.sem,normalized.growth.rate.95CI.range,normalized.GFP.rate.mean,normalized.GFP.rate.sd,normalized.GFP.rate.sem,normalized.GFP.rate.95CI.range,p.value,translational.burden.fraction.p.value,category,burden.mean,burden.sd,burden.sem,burden.95CI.range,burden.cv,translational.burden.fraction.mean,translational.burden.fraction.sd,translational.burden.fraction.sem,translational.burden.fraction.95CI.range
exp010,JEB1204,3,0.856975972,0.022164316,0.012796574,0.055059212,0.919779913,0.060179335,0.034744555,0.149493756,NA,NA,control,0.143024028,0.022164316,0.012796574,0.055059212,0.154969174,0.560885384,0.42076381,0.089471494,0.38496477
exp010,JEB1205,3,0.825440014,0.040318462,0.023277875,0.100156613,0.904640494,0.046516473,0.026856298,0.115553326,NA,NA,control,0.174559986,0.040318462,0.023277875,0.100156613,0.230971961,0.546285025,0.266478443,0.133351724,0.57376616
exp010,JEB1206,3,0.60499457,0.128574324,0.07423242,0.319396327,0.512965662,0.006187772,0.003572512,0.015371277,NA,NA,control,0.39500543,0.128574324,0.07423242,0.319396327,0.325500143,1.232981376,0.01566503,0.187927595,0.80858718
exp010,JEB1207,3,0.816826739,0.015024102,0.008674169,0.037321938,0.81453711,0.011671982,0.006738822,0.028994811,NA,NA,control,0.183173261,0.015024102,0.008674169,0.037321938,0.082021261,1.012499798,0.063720994,0.047354997,0.203752107
exp010,JEB1208,6,0.698296417,0.088899432,0.036293041,0.093294232,0.668593293,0.054167546,0.022113808,0.056845353,NA,NA,control,0.301703583,0.088899432,0.036293041,0.093294232,0.294658191,1.098451347,0.179538954,0.120293703,0.309224807
exp011,BB204,3,0.816796881,0.131871464,0.076136025,0.327586877,1.060005514,0.102865069,0.059389175,0.255530997,0.235295066,0.225725863,no burden,0.183203119,0.131871464,0.076136025,0.327586877,0.719810148,-0.327535438,0.561480992,0.415582583,1.788107535
exp011,BB216,3,1.018333026,0.004764093,0.00275055,0.011834663,0.890069588,0.010812567,0.006242639,0.026859906,0.999177152,0.999986208,no burden,-0.018333026,0.004764093,0.00275055,0.011834663,-0.25986398,-5.996304811,-0.589786289,-0.150032539,-0.645537913
exp011,BB217,3,1.000307805,0.017297572,0.009986758,0.042969551,0.954907137,0.064918374,0.037480641,0.16126618,0.833989662,0.999986208,no burden,-0.000307805,0.017297572,0.009986758,0.042969551,-56.19652635,-146.4981505,-210.9074694,-32.44507962,-139.5999104
exp011,BB317,3,0.96407429,0.010484819,0.006053413,0.026045734,1.006536935,0.019786295,0.011423623,0.049151883,0.080074459,0.187757543,no burden,0.03592571,0.010484819,0.006053413,0.026045734,0.29184722,-0.181957005,0.550755857,0.168498071,0.724988686
exp011,BB318,3,1.045946657,0.05376816,0.031043062,0.133567514,0.992595285,0.033485798,0.019333035,0.083183334,0.999177152,0.999986208,no burden,-0.045946657,0.05376816,0.031043062,0.133567514,-1.17023007,-0.161158951,-0.728797265,-0.675632646,-2.907012649
exp011,BB320,3,0.811273466,0.011022799,0.006364016,0.027382151,0.937629835,0.063224662,0.036502775,0.157058767,0.016743592,0.225725863,significant,0.188726534,0.011022799,0.006364016,0.027382151,0.058406197,0.330479046,0.335006744,0.033720833,0.145089035
exp011,BB322,3,1.064563994,0.006246615,0.003606485,0.015517453,0.958913909,0.039975758,0.023080015,0.099305289,0.999177152,0.999986208,no burden,-0.064563994,0.006246615,0.003606485,0.015517453,-0.096750757,-0.63636228,-0.619164888,-0.055859076,-0.240342205
exp011,BB324,3,1.019948675,0.032566765,0.018802431,0.08090033,0.960335198,0.009703894,0.005602546,0.024105808,0.998808188,0.999986208,no burden,-0.019948675,0.032566765,0.018802431,0.08090033,-1.632527761,-1.9883427,-0.486443015,-0.942540342,-4.055423777
exp011,BB325,3,0.758596704,0.017975605,0.010378221,0.044653879,1.185794802,0.100694671,0.058136095,0.25013943,0.023436267,0.097588272,significant,0.241403296,0.017975605,0.010378221,0.044653879,0.074462966,-0.769644844,0.417122188,0.042991214,0.184976262
exp011,BB326,3,1.05543882,0.017807729,0.010281297,0.044236851,0.979958389,0.032715984,0.018888582,0.08127101,0.999177152,0.999986208,no burden,-0.05543882,0.017807729,0.010281297,0.044236851,-0.321214073,-0.361508607,-0.590127718,-0.185453032,-0.797939993
exp011,BB327,3,0.922613988,0.065671885,0.037915681,0.163138007,0.992876878,0.026410799,0.015248282,0.065608062,0.274361801,0.372922941,no burden,0.077386012,0.065671885,0.037915681,0.163138007,0.848627334,0.092046631,0.34128647,0.48995522,2.108107163
exp011,BB328,3,0.598632712,0.052024763,0.030036511,0.129236675,0.80392449,0.093292123,0.053862232,0.231750482,0.038622627,0.182568215,significant,0.401367288,0.052024763,0.030036511,0.129236675,0.129618841,0.488518911,0.232435792,0.074835473,0.32199105
exp011,BB329,3,0.930549962,0.017213491,0.009938213,0.042760681,1.024568543,0.008342661,0.004816638,0.02072432,0.070740487,0.043042738,no burden,0.069450038,0.017213491,0.009938213,0.042760681,0.2478543,-0.353758519,0.120124648,0.143098747,0.615704214
exp011,BB330,3,0.590901153,0.112500724,0.064952323,0.279467291,0.716350588,0.050519638,0.029167527,0.125497739,0.078903806,0.359485046,no burden,0.409098847,0.112500724,0.064952323,0.279467291,0.274996434,0.693351776,0.123490053,0.158769265,0.683129012
exp011,BB331,3,1.030614373,0.012064343,0.006965352,0.02996949,0.980560169,0.033006409,0.019056259,0.081992466,0.999177152,0.999986208,no burden,-0.030614373,0.012064343,0.006965352,0.02996949,-0.394074477,-0.634990326,-1.078134408,-0.227519005,-0.978935269
exp011,BB337,6,0.914333218,0.045435322,0.018548893,0.047681447,1.051665777,0.022310998,0.009108427,0.023413957,0.038622627,0.012634708,other burden,0.085666782,0.045435322,0.018548893,0.047681447,0.5303727,-0.603101649,0.260439319,0.216523748,0.556592014
exp011,BB341,3,1.014747842,0.029056758,0.016775927,0.072180988,0.975494262,0.028818432,0.016638329,0.071588953,0.998476415,0.999986208,no burden,-0.014747842,0.029056758,0.016775927,0.072180988,-1.970237966,-1.661649073,-1.954077882,-1.13751742,-4.894342432
exp011,BB342,3,1.006904964,0.020739883,0.011974177,0.051520726,1.004469145,0.033812455,0.01952163,0.083994793,0.961044002,0.839587662,no burden,-0.006904964,0.020739883,0.011974177,0.051520726,-3.003619544,0.647236548,-4.896833183,-1.734140552,-7.461404581
exp011,BB348,3,0.907276597,0.010271679,0.005930356,0.025516264,0.85759908,0.03067909,0.017712581,0.076211085,0.032395248,0.999986208,significant,0.092723403,0.010271679,0.005930356,0.025516264,0.110777629,1.53576029,0.330866742,0.063957494,0.275186885
exp011,JEB1204,3,0.861721485,0.035994708,0.020781554,0.089415812,0.866142723,0.035128646,0.020281533,0.087264395,NA,NA,control,0.138278515,0.035994708,0.020781554,0.089415812,0.260305861,0.968026569,0.254042692,0.150287659,0.646635606
exp011,JEB1205,3,0.898426527,0.002995614,0.001729519,0.007441518,0.859958342,0.022786607,0.013155854,0.05660507,NA,NA,control,0.101573473,0.002995614,0.001729519,0.007441518,0.029492093,1.378722751,0.224336202,0.017027268,0.073262419
exp011,JEB1206,3,0.593207393,0.016062398,0.00927363,0.039901209,0.593258769,0.002420138,0.001397267,0.006011956,NA,NA,control,0.406792607,0.016062398,0.00927363,0.039901209,0.039485472,0.999873703,0.005949316,0.022796948,0.098087349
exp011,JEB1207,3,0.790463964,0.01225794,0.007077125,0.030450412,0.728305223,0.017518622,0.010114381,0.043518669,NA,NA,control,0.209536036,0.01225794,0.007077125,0.030450412,0.058500393,1.296649409,0.083606725,0.033775218,0.145323032
exp011,JEB1208,6,0.662359755,0.030249876,0.01234946,0.031745298,0.647146069,0.025582395,0.010443969,0.026847078,NA,NA,control,0.337640245,0.030249876,0.01234946,0.031745298,0.089592033,1.045058865,0.075768205,0.036575794,0.094021072
exp014,BB1,3,0.998981776,0.060849255,0.035131334,0.15115793,1.10354089,0.03426914,0.019785297,0.085129262,0.815600034,0.235742155,no burden,0.001018224,0.060849255,0.035131334,0.15115793,59.7601689,-101.6877047,33.65578712,34.5025496,148.4524892
exp014,BB14,3,1.012349882,0.120857274,0.06977698,0.300226112,1.098822362,0.178383182,0.102989578,0.443128389,0.862389243,0.547473925,no burden,-0.012349882,0.120857274,0.06977698,0.300226112,-9.786107303,8.001886903,-14.44411993,-5.650011686,-24.3100382
exp014,BB17,3,1.067327693,0.024059102,0.013890529,0.059766123,0.996546941,0.041780745,0.024122124,0.103789124,0.999177152,0.999986208,no burden,-0.067327693,0.024059102,0.013890529,0.059766123,-0.357343334,-0.051287349,-0.620558099,-0.20631227,-0.887690052
exp014,BB270,3,1.027941723,0.125249798,0.072313005,0.311137746,1.155777887,0.160396998,0.09260525,0.39844823,0.918754146,0.449297958,no burden,-0.027941723,0.125249798,0.072313005,0.311137746,-4.48253669,5.575099578,-5.74041187,-2.587993765,-11.13523844
exp014,BB28,3,0.973620107,0.018347026,0.01059266,0.04557654,1.011053873,0.054322412,0.031363059,0.134944353,0.226513566,0.450416207,no burden,0.026379893,0.018347026,0.01059266,0.04557654,0.695492819,-0.419026448,2.059235509,0.401542966,1.727699939
exp014,BB349,3,1.00338175,0.075139552,0.04338184,0.186656994,1.083899694,0.096194067,0.055537671,0.23895931,0.84443904,0.43606774,no burden,-0.00338175,0.075139552,0.04338184,0.186656994,-22.21913126,24.80954796,-28.44505392,-12.82822141,-55.19538188
exp014,BB351,3,1.080741095,0.183101843,0.105713898,0.454850194,1.031091374,0.037697332,0.021764565,0.093645364,0.996500924,0.924522306,no burden,-0.080741095,0.183101843,0.105713898,0.454850194,-2.26776517,0.385074965,-0.466891513,-1.309294831,-5.633440979
exp014,BB352,3,1.019298763,0.163933025,0.094646776,0.407232209,1.124700766,0.170471013,0.098421485,0.423473471,0.862465774,0.519805174,no burden,-0.019298763,0.163933025,0.094646776,0.407232209,-8.4944835,6.461593685,-8.833261069,-4.904292336,-21.10146681
exp014,BB353,3,1.048203655,0.127736964,0.073748971,0.31731621,1.028020463,0.06419977,0.037065754,0.15948107,0.978359387,0.888745492,no burden,-0.048203655,0.127736964,0.073748971,0.31731621,-2.649943528,0.581293323,-1.331844437,-1.529945609,-6.582824651
exp014,BB354,3,0.97727571,0.200984042,0.116038191,0.499272038,1.065617268,0.129001654,0.074479139,0.320457873,0.736260327,0.567615741,no burden,0.02272429,0.200984042,0.116038191,0.499272038,8.844458427,-2.887538719,5.676817681,5.106350454,21.97085272
exp014,BB356,3,1.060411094,0.007244723,0.004182743,0.01799689,0.964915406,0.020352785,0.011750686,0.050559121,0.999177152,0.999986208,no burden,-0.060411094,0.007244723,0.004182743,0.01799689,-0.119923723,-0.580764091,-0.33690476,-0.069237994,-0.297907044
exp014,BB357,3,1.030509245,0.100952434,0.058284915,0.250779748,1.02957839,0.03196024,0.018452253,0.079393636,0.952672434,0.817932874,no burden,-0.030509245,0.100952434,0.058284915,0.250779748,-3.308912849,0.969489398,-1.047559166,-1.910401724,-8.219795192
exp014,BB359,3,1.082937012,0.14309929,0.082618414,0.355478343,1.043439053,0.059721241,0.034480074,0.148355786,0.998808188,0.924522306,no burden,-0.082937012,0.14309929,0.082618414,0.355478343,-1.725397224,0.523759558,-0.720079485,-0.996158552,-4.286124311
exp014,BB360,3,1.048556518,0.070226754,0.040545436,0.174452929,1.053311923,0.040098938,0.023151133,0.099611285,0.999177152,0.779015582,no burden,-0.048556518,0.070226754,0.040545436,0.174452929,-1.446288931,1.097935457,-0.825819893,-0.835015304,-3.592780875
exp014,BB362,3,0.639075984,0.065755202,0.037963783,0.163344977,0.704146606,0.014561922,0.008407329,0.036173819,0.049943568,0.372922941,significant,0.360924016,0.065755202,0.037963783,0.163344977,0.182185721,0.819711022,0.040346226,0.105184975,0.452574419
exp014,BB366,3,1.06535279,0.062545346,0.036110572,0.155371252,0.999968256,0.052382063,0.030242798,0.130124258,0.999177152,0.999986208,no burden,-0.06535279,0.062545346,0.036110572,0.155371252,-0.957041709,-0.00048574,-0.801527574,-0.552548288,-2.3774234
exp014,BB408,3,1.014101817,0.024371181,0.014070708,0.060541371,0.964337328,0.015438702,0.008913539,0.038351863,0.998808188,0.999986208,no burden,-0.014101817,0.024371181,0.014070708,0.060541371,-1.728229854,-2.528941581,-1.094802332,-0.997793972,-4.293160955
exp014,BB409,3,0.965295216,0.055014554,0.031762668,0.136663729,1.105337963,0.027566045,0.015915263,0.068477851,0.461199002,0.142834762,no burden,0.034704784,0.055014554,0.031762668,0.136663729,1.58521528,-3.035257665,0.794300991,0.915224469,3.937893058
exp014,BB411,3,0.916757902,0.137753879,0.079532239,0.342199606,1.126100674,0.052084893,0.030071227,0.129386048,0.464942737,0.26775899,no burden,0.083242098,0.137753879,0.079532239,0.342199606,1.654858317,-1.514866587,0.625703754,0.955432895,4.110895952
exp014,BB7,3,0.951730189,0.026870842,0.015513888,0.066750871,1.03058474,0.05183102,0.029924653,0.128755392,0.172972354,0.26775899,no burden,0.048269811,0.026870842,0.015513888,0.066750871,0.556680068,-0.633620459,1.073777154,0.321399387,1.382869949
exp014,JEB1205,3,0.824708772,0.015618686,0.009017453,0.038798967,0.826625883,0.051979816,0.030010561,0.129125022,NA,NA,control,0.175291228,0.015618686,0.009017453,0.038798967,0.089101355,0.989063278,0.296534041,0.051442691,0.221340036
exp014,JEB1206,3,0.682369084,0.051628497,0.029807727,0.128252296,0.658641147,0.054450192,0.031436833,0.135261776,NA,NA,control,0.317630916,0.051628497,0.029807727,0.128252296,0.162542417,1.074702856,0.171425984,0.093843908,0.403777748
exp014,JEB1207,3,0.75801431,0.012529703,0.007234028,0.031125509,0.865594255,0.11763584,0.067917084,0.292223625,NA,NA,control,0.24198569,0.012529703,0.007234028,0.031125509,0.051778696,0.555428483,0.486127257,0.029894444,0.128625411
exp014,JEB1208,3,0.638655761,0.067572821,0.039013186,0.167860192,0.580590572,0.02449378,0.01414149,0.060845922,NA,NA,control,0.361344239,0.067572821,0.039013186,0.167860192,0.187004007,1.160692168,0.067785167,0.107966814,0.464543706
exp016,BB376,3,0.989424511,0.008773805,0.005065559,0.02179534,1.015042782,0.027717952,0.016002967,0.068855209,0.271243099,0.383177671,no burden,0.010575489,0.008773805,0.005065559,0.02179534,0.829635882,-1.42241954,2.62096176,0.4789905,2.060929782
exp016,BB377,3,0.986720129,0.023949428,0.013827209,0.059493678,1.009420088,0.008102627,0.004678054,0.02012804,0.485107725,0.377972953,no burden,0.013279871,0.023949428,0.013827209,0.059493678,1.803438281,-0.709350853,0.610143456,1.041215577,4.479989044
exp016,BB378,3,0.985995693,0.030032292,0.017339152,0.07460435,1.031364506,0.011873697,0.006855282,0.029495898,0.52570986,0.26775899,no burden,0.014004307,0.030032292,0.017339152,0.07460435,2.144503985,-2.239632804,0.847860351,1.238129953,5.327243223
exp016,BB379,3,0.934020994,0.025529928,0.014739711,0.063419857,1.024286716,0.072640542,0.041939036,0.180449109,0.110961261,0.322674563,no burden,0.065979006,0.025529928,0.014739711,0.063419857,0.386940174,-0.36809764,1.100964471,0.223400014,0.961212679
exp016,BB380,3,0.706039909,0.012309971,0.007107165,0.030579663,0.648350176,0.009585523,0.005534204,0.023811758,0.013125023,0.999986208,significant,0.293960091,0.012309971,0.007107165,0.030579663,0.041876334,1.196250221,0.032608244,0.024177313,0.104026581
exp016,BB381,3,0.620644191,0.021474751,0.012398453,0.053346238,0.570905333,0.035371463,0.020421724,0.087867585,0.016743592,0.999986208,significant,0.379355809,0.021474751,0.012398453,0.053346238,0.056608467,1.131114001,0.093240863,0.032682914,0.140623227
exp016,BB382,3,0.938371268,0.009494022,0.005481376,0.023584457,1.009611778,0.079781706,0.04606199,0.198188745,0.043632965,0.395971755,significant,0.061628732,0.009494022,0.005481376,0.023584457,0.154051876,-0.155962609,1.294553755,0.088941892,0.382686075
exp016,BB383,3,0.991172105,0.001645942,0.000950285,0.004088747,1.011214653,0.010205698,0.005892262,0.025352359,0.050043315,0.227567746,no burden,0.008827895,0.001645942,0.000950285,0.004088747,0.186447849,-1.270365508,1.156073788,0.107645716,0.463162133
exp016,BB40,3,1.004419758,0.073164583,0.042241592,0.1817509,1.059085729,0.028353907,0.016370136,0.07043501,0.856124496,0.438167736,no burden,-0.004419758,0.073164583,0.042241592,0.1817509,-16.55397829,13.368543,-6.41526188,-9.55744382,-41.12236174
exp016,BB47,3,1.022138318,0.028514183,0.016462671,0.070833157,1.066492346,0.024054884,0.013888093,0.059755643,0.999177152,0.270373851,no burden,-0.022138318,0.028514183,0.016462671,0.070833157,-1.288001323,3.003495863,-1.086572321,-0.74362791,-3.199572659
exp016,BB54,3,0.92253589,0.029806705,0.017208909,0.07404396,1.158047274,0.045115713,0.026047569,0.112073645,0.110961261,0.039349669,no burden,0.07746411,0.029806705,0.017208909,0.07404396,0.384780839,-2.040264517,0.582407948,0.222153321,0.955848593
exp016,BB55,3,1.023980348,0.007452769,0.004302858,0.018513703,0.995396527,0.00313189,0.001808198,0.007780046,0.999177152,0.999986208,no burden,-0.023980348,0.007452769,0.004302858,0.018513703,-0.3107865,-0.191968548,-0.130602353,-0.179432669,-0.772036464
exp016,BB56,3,0.957606871,0.021669113,0.012510668,0.053829061,0.983668325,0.021875723,0.012629955,0.054342308,0.155185436,0.372922941,no burden,0.042393129,0.021669113,0.012510668,0.053829061,0.511146815,0.385243448,0.516020482,0.295110751,1.269759078
exp016,BB57,3,1.0098014,0.005778297,0.003336101,0.014354086,1.00831114,0.026860221,0.015507756,0.066724487,0.999177152,0.839587662,no burden,-0.0098014,0.005778297,0.003336101,0.014354086,-0.589537921,0.847954382,-2.74044722,-0.340369877,-1.464493382
exp016,BB58,3,0.97780552,0.047547711,0.027451684,0.118115062,0.985076948,0.041510168,0.023965907,0.103116974,0.52570986,0.756248572,no burden,0.02219448,0.047547711,0.027451684,0.118115062,2.142321459,0.672376734,1.870292425,1.236869871,5.321821527
exp016,BB59,3,0.991085274,0.015264197,0.008812788,0.037918367,0.970023093,0.034779843,0.020080152,0.08639792,0.473530187,0.999986208,no burden,0.008914726,0.015264197,0.008812788,0.037918367,1.712245115,3.36262781,3.901392078,0.988565178,4.253452663
exp016,BB60,3,0.994247859,0.025653471,0.014811039,0.063726756,0.997446103,0.028879225,0.016673429,0.071739973,0.660069153,0.76782569,no burden,0.005752141,0.025653471,0.014811039,0.063726756,4.459812514,0.443990694,5.020604386,2.574873955,11.07878845
exp016,BB61,3,1.016941165,0.017294282,0.009984858,0.042961378,1.02103469,0.025675369,0.014823681,0.063781152,0.999177152,0.742990751,no burden,-0.016941165,0.017294282,0.009984858,0.042961378,-1.020843735,1.24163186,-1.515561,-0.589384405,-2.535916419
exp016,BB62,3,1.012300531,0.003084203,0.001780666,0.007661586,0.960658205,0.02807464,0.016208901,0.069741272,0.999177152,0.999986208,no burden,-0.012300531,0.003084203,0.001780666,0.007661586,-0.250737398,-3.198381726,-2.282392451,-0.144763304,-0.622866226
exp016,BB63,3,0.99054875,0.012524724,0.007231153,0.031113139,0.968388362,0.020341555,0.011744203,0.050531225,0.404329985,0.999986208,no burden,0.00945125,0.012524724,0.007231153,0.031113139,1.325192386,3.344704622,2.152260949,0.765100181,3.291960381
exp016,BB64,3,0.990449922,0.015810892,0.009128423,0.039276434,1.020777888,0.054063844,0.031213775,0.134302033,0.464942737,0.500474105,no burden,0.009550078,0.015810892,0.009128423,0.039276434,1.655577289,-2.175677269,5.661089164,0.955847993,4.112681978
exp016,BB65,3,0.906539259,0.029907763,0.017267255,0.074295002,0.865371931,0.054058889,0.031210914,0.134289724,0.088406548,0.999986208,no burden,0.093460741,0.029907763,0.017267255,0.074295002,0.32000349,1.440477232,0.5784128,0.184754101,0.794932736
exp016,BB66,3,0.983848762,0.026573719,0.015342344,0.066012777,1.028073736,0.063782095,0.03682461,0.158443508,0.464942737,0.450416207,no burden,0.016151238,0.026573719,0.015342344,0.066012777,1.645305354,-1.738178563,3.949052976,0.949917489,4.087165077
exp016,JEB1204,3,0.821829946,0.012960895,0.007482976,0.032196649,0.866998637,0.010183665,0.005879542,0.025297626,NA,NA,control,0.178170054,0.012960895,0.007482976,0.032196649,0.072744522,0.746485507,0.057156994,0.041999069,0.18070741
exp016,JEB1205,3,0.859221274,0.045321146,0.026166176,0.112583967,0.901613564,0.011018842,0.006361731,0.02737232,NA,NA,control,0.140778726,0.045321146,0.026166176,0.112583967,0.321931778,0.6988729,0.078270644,0.185867399,0.799722871
exp016,JEB1206,3,0.632800961,0.019008428,0.010974521,0.047219553,0.623372958,0.033476353,0.019327581,0.08315987,NA,NA,control,0.367199039,0.019008428,0.010974521,0.047219553,0.051766007,1.025675458,0.091166776,0.029887118,0.128593891
exp016,JEB1207,3,0.753886547,0.019530622,0.01127601,0.048516755,0.711699339,0.030293481,0.017489949,0.075253177,NA,NA,control,0.246113453,0.019530622,0.01127601,0.048516755,0.079356175,1.171413661,0.123087463,0.045816309,0.197131666
exp016,JEB1208,3,0.662186833,0.009293082,0.005365363,0.023085295,0.634365525,0.056795309,0.032790787,0.14108737,NA,NA,control,0.337813167,0.009293082,0.005365363,0.023085295,0.027509532,1.082357085,0.168126393,0.015882635,0.068337465
exp017,BB238,3,1.00524857,0.037439486,0.021615697,0.09300484,0.929782525,0.055855032,0.032247918,0.138751592,0.871637658,0.999986208,no burden,-0.00524857,0.037439486,0.021615697,0.09300484,-7.133273842,-13.37840144,-10.64195264,-4.118397573,-17.72003456
exp017,BB239,3,1.020124556,0.017379585,0.010034108,0.043173283,1.382210424,0.144538543,0.083449367,0.359053647,0.999177152,0.187757543,no burden,-0.020124556,0.017379585,0.010034108,0.043173283,-0.863600934,18.99224137,-7.182197909,-0.498600232,-2.145303649
exp017,BB240,3,1.019839368,0.005913877,0.003414378,0.014690884,1.369480168,0.062075469,0.035839289,0.154204013,0.999177152,0.069703383,no burden,-0.019839368,0.005913877,0.003414378,0.014690884,-0.298087962,18.62358591,-3.128903584,-0.172101165,-0.740491547
exp017,BB241,3,0.988748359,0.007685907,0.00443746,0.019092851,1.027989983,0.014662858,0.008465605,0.036424559,0.223565484,0.131079622,no burden,0.011251641,0.007685907,0.00443746,0.019092851,0.683092049,-2.487635547,1.30317503,0.394383378,1.696894719
exp017,BB242,3,1.047282427,0.037143729,0.021444942,0.092270139,1.024559152,0.033178707,0.019155736,0.082420478,0.999177152,0.998626468,no burden,-0.047282427,0.037143729,0.021444942,0.092270139,-0.785571554,0.519413947,-0.701713295,-0.453549948,-1.951467922
exp017,BB243,3,0.939127709,0.053031063,0.030617499,0.131736464,0.88652619,0.05938001,0.034283065,0.147508121,0.280259584,0.999986208,no burden,0.060872291,0.053031063,0.030617499,0.131736464,0.871185594,1.864129106,0.975485042,0.502979237,2.164144987
exp017,BB244,3,0.880591422,0.036856521,0.021279122,0.091556673,0.92126091,0.072458586,0.041833984,0.179997107,0.086959131,0.505937641,no burden,0.119408578,0.036856521,0.021279122,0.091556673,0.308658903,0.659408994,0.606812239,0.178204301,0.766751221
exp017,BB245,3,0.974273807,0.05614495,0.032415302,0.139471788,0.948286916,0.05392158,0.031131639,0.133948629,0.529050591,0.959799834,no burden,0.025726193,0.05614495,0.032415302,0.139471788,2.182404124,2.010133551,2.095979734,1.260011608,5.421392387
exp017,BB246,3,1.010782256,0.023125991,0.013351797,0.057448148,0.528329642,0.027967243,0.016146895,0.069474483,0.997783483,0.999986208,no burden,-0.010782256,0.023125991,0.013351797,0.057448148,-2.144819275,-43.74505092,-2.593820966,-1.238311986,-5.328026446
exp017,BB247,3,1.025516447,0.027263572,0.015740631,0.067726468,1.031339162,0.059374223,0.034279724,0.147493746,0.999177152,0.76651926,no burden,-0.025516447,0.027263572,0.015740631,0.067726468,-1.068470541,1.228194574,-2.326900061,-0.616881755,-2.654227966
exp017,BB248,3,0.985255228,0.069321485,0.040022778,0.172204116,1.043238756,0.109954935,0.063482511,0.273143201,0.668584925,0.519805174,no burden,0.014744772,0.069321485,0.040022778,0.172204116,4.701428177,-2.932480487,7.457215132,2.714370824,11.67899503
exp017,BB406,3,0.924408713,0.031087869,0.01794859,0.077226549,1.045585351,0.02545932,0.014698945,0.063244458,0.1206957,0.056281708,no burden,0.075591287,0.031087869,0.01794859,0.077226549,0.411262602,-0.603050332,0.336802311,0.237442574,1.021632939
exp017,BB407,3,0.872594082,0.040807797,0.023560393,0.101372187,1.144507896,0.059658996,0.034444137,0.148201161,0.088406548,0.043042738,no burden,0.127405918,0.040807797,0.023560393,0.101372187,0.320297499,-1.134232208,0.468259218,0.184923847,0.795663095
exp017,BB408,3,0.962043103,0.009998609,0.0057727,0.024837922,1.026689478,0.045502146,0.026270676,0.113033597,0.07593931,0.286944565,no burden,0.037956897,0.009998609,0.0057727,0.024837922,0.263420089,-0.703152265,1.198784656,0.152085659,0.654371777
exp017,BB409,3,0.99163896,0.022481788,0.012979866,0.055847857,1.008939449,0.050819435,0.029340615,0.126242475,0.570298237,0.616812732,no burden,0.00836104,0.022481788,0.012979866,0.055847857,2.688874662,-1.069179062,6.078123925,1.55242251,6.679534951
exp017,BB410,3,0.852824431,0.048445328,0.027969923,0.120344866,0.665711166,0.080314802,0.046369773,0.199513029,0.090730518,0.999986208,no burden,0.147175569,0.048445328,0.027969923,0.120344866,0.329166915,2.27136091,0.545707434,0.190044607,0.817695948
exp017,BB411,3,1.008839359,0.049732029,0.0287128,0.123541208,1.060504755,0.071706872,0.041399982,0.178129744,0.891186739,0.458562167,no burden,-0.008839359,0.049732029,0.0287128,0.123541208,-5.626202885,6.844925464,-8.112225039,-3.24828975,-13.97626276
exp017,BB412,3,0.988813985,0.014517,0.008381394,0.036062228,0.984073028,0.087062605,0.050265618,0.216275499,0.399812256,0.839587662,no burden,0.011186015,0.014517,0.008381394,0.036062228,1.297781206,1.423828916,7.783165237,0.749274329,3.223867236
exp017,BB413,3,1.005240449,0.055945417,0.032300101,0.138976119,0.971531968,0.057662054,0.033291202,0.143240483,0.858342826,0.986077704,no burden,-0.005240449,0.055945417,0.032300101,0.138976119,-10.67569093,-5.432364831,-11.0032654,-6.163613034,-26.51988645
exp017,BB414,3,0.679272285,0.028632594,0.016531036,0.071127306,0.850007824,0.211559389,0.12214387,0.525542655,0.03035626,0.42270097,significant,0.320727715,0.028632594,0.016531036,0.071127306,0.089273837,0.467662035,0.659623035,0.051542274,0.221768504
exp017,BB415,3,1.003070783,0.04047804,0.023370008,0.100553027,0.998203634,0.014633037,0.008448388,0.03635048,0.857122378,0.868085052,no burden,-0.003070783,0.04047804,0.023370008,0.100553027,-13.18166942,-0.584986414,-4.765247038,-7.61044039,-32.74508212
exp017,BB416,3,1.000612078,0.058649505,0.033861308,0.145693447,1.031097707,0.054210243,0.031298298,0.134665709,0.829950113,0.559853075,no burden,-0.000612078,0.058649505,0.033861308,0.145693447,-95.8202984,50.80676351,-88.56752755,-55.32187508,-238.0308168
exp017,BB417,3,0.979190219,0.02670215,0.015416493,0.066331817,0.970889424,0.069302519,0.040011828,0.172157002,0.397030189,0.868085052,no burden,0.020809781,0.02670215,0.015416493,0.066331817,1.283153803,1.398889086,3.330285834,0.740829193,3.187530751
exp017,JEB1204,3,0.849488604,0.043714661,0.025238671,0.108593238,0.923550707,0.021428692,0.012371861,0.053231822,NA,NA,control,0.150511396,0.043714661,0.025238671,0.108593238,0.290440872,0.507930262,0.142372554,0.167686115,0.721495122
exp017,JEB1205,3,0.863112341,0.024653861,0.014233913,0.061243587,0.877860201,0.067267211,0.038836743,0.167101016,NA,NA,control,0.136887659,0.024653861,0.014233913,0.061243587,0.180102877,0.89226304,0.491404497,0.103982445,0.447400349
