strain,isolate,well,growth.rate,GFP.rate,other.rate,run
BB243,NA,E8,1.3848139614995678,298.4476226655304,NA,17
BB244,NA,F1,1.2776844835203307,354.5165026056745,NA,17
BB244,NA,F5,1.385675468131077,312.0317860393473,NA,17
BB244,NA,F9,1.3145627521832268,305.23008999830176,NA,17
BB245,NA,F10,1.4245637780229838,339.69811227147574,NA,17
BB245,NA,F2,1.384880894275227,350.212525167454,NA,17
BB245,NA,F6,1.4984462455289878,317.98373810915695,NA,17
BB246,NA,F11,1.5847042680897303,212.93768545993942,NA,17
BB246,NA,F3,1.4622068064911709,177.65514653201862,NA,17
BB246,NA,F7,1.4404424554434914,202.14223440029758,NA,17
BB247,NA,F12,1.4401056172297706,388.8447143660118,NA,17
BB247,NA,F4,1.4635830496799431,346.4484256363214,NA,17
BB247,NA,F8,1.502256780322878,358.215256053603,NA,17
BB248,NA,G12,1.3682707947678945,415.6801745384025,NA,17
BB248,NA,G4,1.3980550476705944,346.3492764829339,NA,17
BB248,NA,G8,1.5762772996771401,344.6381083592324,NA,17
BB406,NA,A10,1.3966119638690229,379.894778902504,NA,17
BB406,NA,A2,1.2854830980587377,367.9928576817644,NA,17
BB406,NA,A6,1.4866394631578257,361.3749049030666,NA,17
BB407,NA,A11,1.4585294654740113,412.72021216139416,NA,17
BB407,NA,A3,1.4273803848799558,424.2261888614599,NA,17
BB407,NA,A7,1.4185578030807995,381.70962083389537,NA,17
BB408,NA,B1,1.4160756133274632,380.9624071663731,NA,17
BB408,NA,B5,1.477614511396283,359.5003182686186,NA,17
BB408,NA,B9,1.4591999890869687,347.9038183965358,NA,17
BB409,NA,B10,1.3655442063247103,358.85431573782546,NA,17
BB409,NA,B2,1.3945679547671603,373.5378677484147,NA,17
BB409,NA,B6,1.5043346758011147,363.38704148097236,NA,17
BB410,NA,B11,1.1888211890008868,241.66531649986914,NA,17
BB410,NA,B3,1.1630270436587429,266.8629847760868,NA,17
BB410,NA,B7,1.0733819972271559,303.93325387365735,NA,17
BB411,NA,B12,1.3233241861571452,373.2567240643231,NA,17
BB411,NA,B4,1.4993731930692396,402.62792436705473,NA,17
BB411,NA,B8,1.4299027770531332,349.8765141714689,NA,17
BB412,NA,C1,1.4038523674148258,381.03013006969974,NA,17
BB412,NA,C5,1.4590109777803573,342.9680196534555,NA,17
BB412,NA,C9,1.3928527669978656,323.65392247651874,NA,17
BB413,NA,C10,1.407798117494532,332.33257661747996,NA,17
BB413,NA,C2,1.4496095362675518,366.88153973401256,NA,17
BB413,NA,C6,1.4856508785198201,332.3548181238021,NA,17
BB414,NA,C11,1.0437383891186456,346.3642580351052,NA,17
BB414,NA,C3,1.0742822937011165,248.37824813730214,NA,17
BB414,NA,C7,1.032098408157894,281.6940651992168,NA,17
BB415,NA,C12,1.39969064972508,355.5132830436208,NA,17
BB415,NA,C4,1.4586067940759824,355.29080981489113,NA,17
BB415,NA,C8,1.399556701295693,346.0613846525649,NA,17
BB416,NA,D1,1.5221756281500993,382.01510898997276,NA,17
BB416,NA,D5,1.5411674259999155,342.6919360682796,NA,17
BB416,NA,D9,1.4072883427854346,368.5343374171068,NA,17
BB417,NA,D10,1.3612773524013622,325.82607539392325,NA,17
BB417,NA,D2,1.4642889636719438,371.6544628203507,NA,17
BB417,NA,D6,1.3634180616445777,329.17952502348044,NA,17
JEB1204,NA,G1,1.1715173248319593,327.6600326842922,NA,17
JEB1204,NA,G5,1.22412453238231,361.1159852605725,NA,17
JEB1204,NA,G9,1.1794178856964885,315.833240935802,NA,17
JEB1205,NA,G10,1.093080118201089,307.93097726895644,NA,17
JEB1205,NA,G2,1.1623145621976243,332.7221787318198,NA,17
JEB1205,NA,G6,1.2865145505225644,283.1305558969316,NA,17
JEB1206,NA,G11,0.8167128406897222,210.7587314331599,NA,17
JEB1206,NA,G3,0.7937665371572984,192.74004413276813,NA,17
JEB1206,NA,G7,0.7501106779666276,205.83501006036272,NA,17
JEB1207,NA,H10,1.0921279108246278,266.01455174519157,NA,17
JEB1207,NA,H2,0.9876594771645086,336.70887916369855,NA,17
JEB1207,NA,H6,0.9852677139692831,266.9483614820717,NA,17
JEB1208,NA,H11,0.8365501859825235,182.56603849764323,NA,17
JEB1208,NA,H3,0.7809546500838795,242.75489193618438,NA,17
JEB1208,NA,H7,0.7687049200856961,203.62778611703277,NA,17
BB132,NA,B11,1.5119378041346714,350.66474928630277,NA,18
BB132,NA,B3,1.4555023657358828,360.58578886293503,NA,18
BB132,NA,B7,1.4855539051801991,357.1872189146357,NA,18
BB133,NA,H10,1.3353386133214937,358.525178279625,NA,18
BB133,NA,H2,1.3420526311251422,374.4319274097428,NA,18
BB133,NA,H6,1.3856208859014303,332.47013498352396,NA,18
BB134,NA,G11,1.442533346401976,317.2231112075436,NA,18
BB134,NA,G3,1.329978076446606,341.83044299376536,NA,18
BB134,NA,G7,1.4057339557110233,326.3274946238537,NA,18
BB136,NA,G10,1.4105371851607371,330.19558026427063,NA,18
BB136,NA,G2,1.331236632318055,319.19259856541794,NA,18
BB136,NA,G6,1.3983376115447266,296.1080382455945,NA,18
BB137,NA,G1,1.3314406442113005,367.8298225958434,NA,18
BB137,NA,G5,1.5406947811879284,323.58151252515324,NA,18
BB137,NA,G9,1.4898543651613338,340.1799883815649,NA,18
BB138,NA,F11,1.4710758591285513,335.06941166633857,NA,18
BB138,NA,F3,1.3787561582458303,364.52250693318166,NA,18
BB138,NA,F7,1.4754886798903804,334.3061623483409,NA,18
BB139,NA,F10,1.0278744508875337,292.0353131559132,NA,18
BB139,NA,F2,1.0247116767933506,289.71587607818464,NA,18
BB139,NA,F6,1.0214086743556425,271.40193660912973,NA,18
BB140,NA,F1,1.3694944142628076,381.9098554748102,NA,18
BB140,NA,F5,1.5173432669750562,341.29376725265143,NA,18
BB140,NA,F9,1.570086020934665,366.94748779845673,NA,18
BB141,NA,E11,1.3953284355757423,342.53533366175776,NA,18
BB141,NA,E3,1.3035696023396262,347.2842399296301,NA,18
BB141,NA,E7,1.5095145741807432,343.8963113204547,NA,18
BB142,NA,E10,1.4582507687717778,351.73456530869373,NA,18
BB142,NA,E2,1.4072010999841766,365.5806432293227,NA,18
BB142,NA,E6,1.424409025291408,331.3841207141195,NA,18
BB143,NA,E1,1.3328562361795955,382.65916391457097,NA,18
BB143,NA,E5,1.5478037821441832,334.2312177136194,NA,18
BB143,NA,E9,1.6179147073575622,344.08204512335317,NA,18
BB144,NA,D11,1.520034147643769,338.38415037726696,NA,18
BB144,NA,D3,1.4639710004418691,344.40312461046256,NA,18
BB144,NA,D7,1.4881992825755268,344.533123991452,NA,18
BB145,NA,D10,1.6254649627106226,355.98990099571654,NA,18
BB145,NA,D2,1.5630037903939797,360.3631042633632,NA,18
BB145,NA,D6,1.5308575473263981,344.1861828413989,NA,18
BB146,NA,D1,1.4150164223311377,366.9246314172415,NA,18
BB146,NA,D5,1.4971289198780973,336.4844407064761,NA,18
BB146,NA,D9,1.52341526617101,342.7931213443114,NA,18
BB147,NA,C11,1.4912261389720198,347.6504811264617,NA,18
BB147,NA,C3,1.4313503025344514,364.7085163613659,NA,18
BB147,NA,C7,1.5126356366942009,347.47651353780606,NA,18
BB148,NA,C10,1.6242841332930893,358.0272524474628,NA,18
BB148,NA,C2,1.4811616029123473,367.95807535160793,NA,18
BB148,NA,C6,1.5054620396878171,360.2569458951327,NA,18
BB149,NA,C1,1.3804849242431203,482.0417377648249,NA,18
BB149,NA,C5,1.3926367197431286,466.7662111784719,NA,18
BB149,NA,C9,1.44995157255351,457.8333596396886,NA,18
BB157,NA,B10,1.5015347287844607,376.93380567553595,NA,18
BB157,NA,B2,1.6168761034824097,368.07772660447364,NA,18
BB157,NA,B6,1.4855642933209814,371.972554727181,NA,18
BB158,NA,B1,1.385124587551684,403.66584040276496,NA,18
BB158,NA,B5,1.6673655894733919,354.5489614084339,NA,18
BB158,NA,B9,1.5574123810339544,355.91550560788585,NA,18
BB159,NA,A10,1.4225614810958862,393.4828138474803,NA,18
BB159,NA,A2,1.5628256003822898,376.55124099279413,NA,18
BB159,NA,A6,1.5660709461470792,394.2231571328402,NA,18
JEB1204,NA,D12,1.3576439912074432,396.9969099402413,NA,18
JEB1204,NA,D4,1.0851941753137124,295.3529589177576,NA,18
JEB1204,NA,D8,1.407149378962226,326.3118772648023,NA,18
JEB1205,NA,E12,0.7580433730763816,225.9625380384448,NA,18
JEB1205,NA,E4,1.793785934444579,376.7094025469069,NA,18
JEB1205,NA,E8,0.7974772467402111,201.5970444212965,NA,18
JEB1206,NA,F12,0.6117940971165678,166.5859203219917,NA,18
JEB1206,NA,F4,0.7839794695028113,224.09759358288733,NA,18
JEB1206,NA,F8,0.806593582787784,144.70186099506216,NA,18
JEB1207,NA,H12,1.055426405941932,313.21795068157445,NA,18
JEB1207,NA,H4,1.075369122064846,386.1807213414723,NA,18
JEB1207,NA,H8,1.0461226597713593,389.03667110013316,NA,18
JEB1208,NA,C12,1.151913907092759,219.1353439310651,NA,18
JEB1208,NA,C4,0.7936560192832467,243.82148746442036,NA,18
JEB1208,NA,C8,1.9937934073596815,292.3105224429728,NA,18
BB454,N23,H11,1.125532989845484,116.85876961533124,NA,19
BB454,N23,H3,1.2001155910933488,248.62012987012892,NA,19
BB454,N23,H7,1.2056351323104,200.69133794225507,NA,19
BB464,N1,A10,1.3454149036328995,378.6606755744746,NA,19
BB464,N1,A2,1.3493124423224263,406.49438966337976,NA,19
BB464,N1,A6,1.4327965869283101,355.2401177303378,NA,19
BB465,N2,A11,1.36956772857424,376.9691141674994,NA,19
BB465,N2,A3,1.4298956385836656,403.38450853000336,NA,19
BB465,N2,A7,1.5358593718456266,356.3701143187474,NA,19
BB466,N3,B1,1.3435174005398909,222.30941704035746,NA,19
BB466,N3,B5,1.1554302214841745,261.67192429021907,NA,19
BB466,N3,B9,1.3726819884596528,123.65872808165399,NA,19
BB467,N4,B10,1.1682701486546283,210.87585481325544,NA,19
BB467,N4,B2,1.14448067699304,155.2342256214135,NA,19
BB467,N4,B6,1.2027948503029986,88.68197432652318,NA,19
BB468,N5,B11,1.3300536559880567,207.97027165555983,NA,19
BB468,N5,B3,1.1638124853780245,226.66905958363034,NA,19
BB468,N5,B7,1.1688063349290445,448.9323843416352,NA,19
BB470,N6,B12,1.4108935995727796,335.3279478740733,NA,19
BB470,N6,B4,1.500642180991409,335.45565275163324,NA,19
BB470,N6,B8,1.3805007253179409,353.74543966722337,NA,19
BB471,N7,C1,1.3679194947630378,385.2393663119214,NA,19
BB471,N7,C5,1.4987847736000286,344.38617634604725,NA,19
BB471,N7,C9,1.461051319085524,350.24823923334486,NA,19
BB472,N8,C10,1.4945718087643787,338.14086054737123,NA,19
BB472,N8,C2,1.5443825237281028,356.9612711022841,NA,19
BB472,N8,C6,1.457456870571165,329.44062467608734,NA,19
BB473,N9,C11,1.5422840065436834,362.81072475304836,NA,19
BB473,N9,C3,1.3817713007377037,365.3030045832625,NA,19
BB473,N9,C7,1.4464688295711419,359.24112607099136,NA,19
BB474,N10,C12,1.051511856374944,178.90883325460416,NA,19
BB474,N10,C4,1.0870150466279038,135.46405823475737,NA,19
BB474,N10,C8,1.1095572790675168,100.11547344110718,NA,19
BB475,N11,D1,1.3998320456287856,385.9261990219147,NA,19
BB475,N11,D5,1.5235094357448102,359.09474572694586,NA,19
BB475,N11,D9,1.4040742103381225,357.3908882317573,NA,19
BB476,N12,D10,1.2219403109534,115.07128309572298,NA,19
BB476,N12,D2,1.1113270345167847,240.65836298932211,NA,19
BB476,N12,D6,1.1769574445011988,126.44026682838077,NA,19
BB477,N13,D11,1.4721300089069511,382.1370309951044,NA,19
BB477,N13,D3,1.3156414068527336,226.7255216693403,NA,19
BB477,N13,D7,1.485297360550466,76.82753726046775,NA,19
BB482,N21,F11,1.4196865814855513,540.1488046836881,NA,19
BB482,N21,F3,1.4003298323486524,546.2981146897088,NA,19
BB482,N21,F7,1.4268088490762572,495.2448979591834,NA,19
BB483,N19,F1,1.1447335885453476,339.22230374174643,NA,19
BB483,N19,F5,1.253708804453502,305.44139912863426,NA,19
BB483,N19,F9,1.2237177590069188,309.61444007858466,NA,19
BB484,N20,F10,1.3430787034840619,347.9742621419265,NA,19
BB484,N20,F2,1.3202024809649466,358.9286443376837,NA,19
BB484,N20,F6,1.3726636213783916,318.7699978154995,NA,19
BB487,N14,D12,1.4094149599087284,353.0201056398022,NA,19
BB487,N14,D4,1.4901698191001391,353.30971858449936,NA,19
BB487,N14,D8,1.5287411675563227,361.49814498557186,NA,19
BB488,N15,E1,1.2937666335345601,348.5363303711433,NA,19
BB488,N15,E5,1.2069125710361117,97.78450749123276,NA,19
BB488,N15,E9,1.1622497082564376,270.3355363497696,NA,19
BB489,N16,E10,1.082022728523985,231.81072210065486,NA,19
BB489,N16,E2,1.1211265829757884,318.8488878697546,NA,19
BB489,N16,E6,1.1174679706109072,256.3590498213159,NA,19
BB490,N17,E11,1.3619693631037553,346.76509645452836,NA,19
BB490,N17,E3,1.3947551142483041,339.6121567901057,NA,19
BB490,N17,E7,1.3868694613300803,333.4545107808198,NA,19
BB491,N18,E12,1.5900468422616183,356.7476083590401,NA,19
BB491,N18,E4,1.4517042904789368,346.16372483269345,NA,19
BB491,N18,E8,1.4746281245787967,367.61175584880465,NA,19
BB502,N22,F12,1.3254761129386843,206.87311178247646,NA,19
BB502,N22,F4,1.5133263401214285,128.12152059805948,NA,19
BB502,N22,F8,1.2784156104263547,147.84011916583773,NA,19
JEB1204,S1,G1,1.151157107215361,359.0977443609024,NA,19
JEB1204,S1,G5,1.3155786160477914,307.711164028575,NA,19
JEB1204,S1,G9,1.2138742534625662,320.9641482681786,NA,19
JEB1205,S2,G10,1.1092615983894403,276.96884674922575,NA,19
JEB1205,S2,G2,1.0411059253842239,306.24257329980384,NA,19
JEB1205,S2,G6,1.3847230741063083,288.05357744160216,NA,19
JEB1206,S3,G11,0.9598860975765131,221.1614398899446,NA,19
JEB1206,S3,G3,0.9340306665254721,229.57263360205013,NA,19
JEB1206,S3,G7,0.9170954567849261,228.49769756157863,NA,19
JEB1207,S4,G12,1.2099734999096885,277.93750167934036,NA,19
JEB1207,S4,G4,1.0387337057155528,305.81654777990775,NA,19
JEB1207,S4,G8,1.1626634572974992,269.01102929944057,NA,19
JEB1208,S5,H10,0.9441401829321329,228.0351101104116,NA,19
JEB1208,S5,H2,0.8532675291487003,286.2093597961232,NA,19
JEB1208,S5,H6,0.9252532426813032,229.2850490626139,NA,19
BB271,NA,A10,1.3941421935033596,369.57774518021796,NA,20
BB271,NA,A2,1.4876471120354275,354.0976901803451,NA,20
BB271,NA,A6,1.3810316476863633,381.825075834176,NA,20
BB272,NA,A11,1.1849501849394968,259.05123790298643,NA,20
BB272,NA,A3,1.1896410613744415,284.8717870163292,NA,20
BB272,NA,A7,1.1973050118148318,261.2430412892376,NA,20
BB273,NA,B1,1.2657555016790825,330.77958068921214,NA,20
BB273,NA,B5,1.3477675515413114,323.57138724421907,NA,20
BB273,NA,B9,1.4102298365397754,339.2384216500122,NA,20
BB274,NA,B10,1.4154436669810644,317.94930923880014,NA,20
BB274,NA,B2,1.4730169451544666,326.2784209211294,NA,20
BB274,NA,B6,1.401886028101957,304.86524701144015,NA,20
BB275,NA,B11,1.4556424676894006,353.6486822476381,NA,20
BB275,NA,B3,1.4354332725537473,336.8196230403383,NA,20
BB275,NA,B7,1.3448487215531983,367.07335281445324,NA,20
BB276,NA,B12,1.526146776820335,353.94037439334414,NA,20
BB276,NA,B4,1.4722416618891496,356.3261806080157,NA,20
BB276,NA,B8,1.4225519021428021,356.17477248263054,NA,20
BB277,NA,C1,1.3735649142895237,383.59282590157625,NA,20
BB277,NA,C5,1.5046672573986606,330.9159568305191,NA,20
BB277,NA,C9,1.3097536167795825,330.35364137581035,NA,20
BB278,NA,C10,1.4519285008869272,348.5378715244488,NA,20
BB278,NA,C2,1.436758057726117,349.4618535098581,NA,20
BB278,NA,C6,1.4231509650589822,344.61807383695225,NA,20
BB279,NA,C11,1.4603830199946866,345.7645917094137,NA,20
BB279,NA,C3,1.4198135859149632,340.71045074291425,NA,20
BB279,NA,C7,1.4601234933473153,375.17864102897244,NA,20
BB280,NA,C12,1.4371091327756913,306.9983470304752,NA,20
BB280,NA,C4,1.3277357939806977,304.31890064347266,NA,20
BB280,NA,C8,1.5628508754410957,325.99770241246694,NA,20
BB281,NA,D1,1.387619172707225,355.5209850390575,NA,20
BB281,NA,D5,1.507760901597686,320.05339661821415,NA,20
BB281,NA,D9,1.4373751651241617,305.47103899030884,NA,20
BB282,NA,D10,1.220657260198283,283.95530818049247,NA,20
BB282,NA,D2,1.3059766673227577,299.4861395495353,NA,20
BB282,NA,D6,1.2582572833452712,282.8844643599575,NA,20
BB283,NA,D11,1.477979440773376,305.10381028260775,NA,20
BB283,NA,D3,1.2527186208711036,319.41783688273046,NA,20
BB283,NA,D7,1.1988820036465258,368.2850464283418,NA,20
BB284,NA,D12,1.3087921791713604,333.82766750323225,NA,20
BB284,NA,D4,1.2810817351414046,322.51337740006306,NA,20
BB284,NA,D8,1.2633879915511468,352.12533208313806,NA,20
BB285,NA,E1,1.3785411352146753,367.91995568480814,NA,20
BB285,NA,E5,1.4657227546852165,349.30580068243324,NA,20
BB285,NA,E9,1.4507552232292888,336.16641312256104,NA,20
BB286,NA,E10,1.211421573530619,297.35836517693974,NA,20
BB286,NA,E2,1.2139826946030348,292.200107584723,NA,20
BB286,NA,E6,1.261107370692426,288.37738802518766,NA,20
BB287,NA,E11,1.3794007306952056,294.5559028127836,NA,20
BB287,NA,E3,1.2995143104167637,284.39473402547367,NA,20
BB287,NA,E7,1.3936392594117106,293.8834414853331,NA,20
BB288,NA,E12,1.0640703424550275,411.03646108552874,NA,20
BB288,NA,E4,1.0072230846748487,351.98314442581864,NA,20
BB288,NA,E8,0.9942056803581896,377.5748337402706,NA,20
BB289,NA,F1,1.323436168613208,346.8690901449885,NA,20
BB289,NA,F5,1.368175290211408,346.5594408452719,NA,20
BB289,NA,F9,1.4131842342370757,341.73647271904014,NA,20
BB290,NA,F10,1.3404044166277598,331.96485989894353,NA,20
BB290,NA,F2,1.358486621921133,335.7868346618669,NA,20
BB290,NA,F6,1.3900540769990481,322.9266119279486,NA,20
BB291,NA,F11,1.52174340725432,360.29013015184387,NA,20
BB291,NA,F3,1.456180938582214,336.5979732027478,NA,20
BB291,NA,F7,1.4599160118733843,346.8855161046632,NA,20
BB292,NA,F12,1.4573621698437798,349.9537137342184,NA,20
BB292,NA,F4,1.4135810634633201,318.9379851228979,NA,20
BB292,NA,F8,1.3965711670635557,337.7362628598774,NA,20
BB293,NA,H11,1.4894061130291507,370.8561291370998,NA,20
BB293,NA,H3,1.4518783242693076,346.4294825706798,NA,20
BB293,NA,H7,1.4665942641227878,371.0799172781098,NA,20
JEB1204,NA,G1,1.0501092926482432,306.3772612077254,NA,20
JEB1204,NA,G5,1.1850989294132994,281.1310925892373,NA,20
JEB1204,NA,G9,1.1768709408413316,279.5121951219514,NA,20
JEB1205,NA,G10,1.169130403813925,281.47796906915676,NA,20
JEB1205,NA,G2,1.1628859095241417,297.53373361740597,NA,20
JEB1205,NA,G6,1.1254108265569762,266.05304126949443,NA,20
JEB1206,NA,G11,0.9136483201381953,185.19109844763224,NA,20
JEB1206,NA,G3,0.8143040159199796,170.4809510942989,NA,20
JEB1206,NA,G7,0.862602555070267,172.13722926898208,NA,20
JEB1207,NA,G12,1.0743821310571429,277.93128108441965,NA,20
JEB1207,NA,G4,1.059378509188245,257.98549556809024,NA,20
JEB1207,NA,G8,1.091277023765051,275.8029356198226,NA,20
JEB1208,NA,H10,1.128665037966777,241.9791094007697,NA,20
JEB1208,NA,H2,0.8779209379394155,224.17746467879158,NA,20
JEB1208,NA,H6,1.133596907510877,232.78134059562512,NA,20
BB160,NA,A10,1.3747033758930969,450.02931241450557,NA,21
BB160,NA,A2,1.56529943304312,379.97993850716324,NA,21
BB160,NA,A6,1.5153052069279211,370.6674847586847,NA,21
BB161,NA,A11,1.4669894050122725,369.99027297240735,NA,21
BB161,NA,A3,1.4747038201769915,325.91553716090317,NA,21
BB161,NA,A7,1.5183190404510198,330.35732341105336,NA,21
BB162,NA,B1,1.4074517941119282,333.8010234159453,NA,21
BB162,NA,B5,1.415389967395157,337.0371067288878,NA,21
BB162,NA,B9,1.491054450769116,345.55027639453596,NA,21
BB163,NA,B10,1.504444962892951,341.24132923123955,NA,21
BB163,NA,B2,1.3114380830980412,377.7835696413678,NA,21
BB163,NA,B6,1.4111350716360977,352.42638005040345,NA,21
BB169,NA,B11,0.8722234906528288,4233.388605945762,NA,21
BB169,NA,B3,0.8380980486303716,4987.875288683608,NA,21
BB169,NA,B7,0.8892515960454169,4438.804689734063,NA,21
BB171,NA,B12,1.1720491877038368,3440.1344043263875,NA,21
BB171,NA,B4,1.2228744875241433,3328.4181774998015,NA,21
BB171,NA,B8,1.1641676677673964,3327.020640767251,NA,21
BB172,NA,C1,1.3478682745745167,371.49642116529543,NA,21
BB172,NA,C5,1.4307285484664711,306.22533976326184,NA,21
BB172,NA,C9,1.4085781966385804,329.5213965918163,NA,21
BB173,NA,C11,1.0177141832621546,4406.230721776681,NA,21
BB173,NA,C2,1.0602016930575733,4401.391697395026,NA,21
BB173,NA,C6,0.9880181537759549,3849.934123847165,NA,21
BB175,NA,C10,1.415491948030985,350.46277924947174,NA,21
BB175,NA,C3,1.4442485758659211,345.54333339963824,NA,21
BB175,NA,C7,1.2841353876558275,390.077256803471,NA,21
BB176,NA,C12,1.452925791192834,389.07428418874724,NA,21
BB176,NA,C4,1.5261675031843107,356.7699716922173,NA,21
BB176,NA,C8,1.4979554653304228,350.54575986565925,NA,21
BB178,NA,D1,1.482429857124199,371.15487367376534,NA,21
BB178,NA,D5,1.5776123987246038,338.4268458069197,NA,21
BB178,NA,D9,1.5087382757180974,348.52974060822896,NA,21
BB179,NA,D10,1.4253417441240477,358.1965807078735,NA,21
BB179,NA,D2,1.4280670948950052,357.8872120730738,NA,21
BB179,NA,D6,1.5182618974697544,335.45082597594364,NA,21
BB180,NA,D11,1.442952436247575,389.06094458577593,NA,21
BB180,NA,D3,1.4670791862702193,380.97669428538194,NA,21
BB180,NA,D7,1.4470694867910763,378.64239144897334,NA,21
BB181,NA,D12,1.4911353176496065,402.50418087440016,NA,21
BB181,NA,D4,1.4730917244249038,340.1811367156556,NA,21
BB181,NA,D8,1.5285227935169954,371.4356831100873,NA,21
BB182,NA,E1,1.5852437303991018,361.6557952834923,NA,21
BB182,NA,E5,1.5619843415000338,335.4420416756853,NA,21
BB182,NA,E9,1.468042801864672,365.842693935289,NA,21
BB183,NA,E10,1.5295257677883431,383.60626237178354,NA,21
BB183,NA,E2,1.5339623875452109,378.1063396145458,NA,21
BB183,NA,E6,1.5799086893778997,355.2333089030818,NA,21
BB184,NA,E11,1.4138311977109002,388.3269495370199,NA,21
BB184,NA,E3,1.432344955494366,362.0120596635989,NA,21
BB184,NA,E7,1.4766400191757638,346.40422526561446,NA,21
BB185,NA,E12,1.5340268584158916,402.3481673651301,NA,21
BB185,NA,E4,1.5259022939481919,348.37685479168,NA,21
BB185,NA,E8,1.6073797831154457,353.1300642218354,NA,21
BB186,NA,F1,1.1988725120945474,295.8930540242558,NA,21
BB186,NA,F5,1.3050248697281037,317.041522491348,NA,21
BB186,NA,F9,1.2607333354067127,268.24711718095733,NA,21
BB187,NA,F10,0.9897972096103302,328.7455579900942,NA,21
BB187,NA,F2,1.0656555627482982,255.11215633337895,NA,21
BB187,NA,F6,1.0298674270103363,320.38646648947616,NA,21
BB188,NA,F11,1.4758470870775784,385.2730587921374,NA,21
BB188,NA,F3,1.434380042028669,365.03719447396395,NA,21
BB188,NA,F7,1.6164061510382712,345.43262542891586,NA,21
BB189,NA,F12,1.5483349347428432,382.711272277009,NA,21
BB189,NA,F4,1.5783264094660954,344.41987707989796,NA,21
BB189,NA,F8,1.5751673964506954,347.9320390993002,NA,21
BB190,NA,G12,1.5117934164420253,400.3372643110981,NA,21
BB190,NA,G4,1.5706619282237586,374.11069425448903,NA,21
BB190,NA,G8,1.5388222105579379,366.67896260144147,NA,21
JEB1204,NA,G1,1.0434405385938268,360.668185269552,NA,21
JEB1204,NA,G5,1.1786209647668433,314.3769733460607,NA,21
JEB1204,NA,G9,1.2410462436313368,300.8579663516323,NA,21
JEB1205,NA,G10,1.323452754603521,310.7238795419199,NA,21
JEB1205,NA,G2,1.1311994238891376,358.677434100259,NA,21
JEB1205,NA,G6,1.2710725358845494,316.356901911502,NA,21
JEB1206,NA,G11,0.9245595006260583,217.15426967505132,NA,21
JEB1206,NA,G3,0.8325155028015621,246.1129217173995,NA,21
JEB1206,NA,G7,0.9412186736856487,202.45178230923932,NA,21
JEB1207,NA,H10,1.3376095456007744,266.54731734593565,NA,21
JEB1207,NA,H2,0.9986020588898032,320.28051223974217,NA,21
JEB1207,NA,H6,1.0375049254977666,305.1090538914075,NA,21
JEB1208,NA,H11,1.8052782869115465,2451.6806722689084,NA,21
JEB1208,NA,H3,1.5524104994539751,2167.279411764716,NA,21
JEB1208,NA,H7,2.2777118771667997,1664.6341463414644,NA,21
BB251,NA,B11,0.7055308290390845,208.38533541341695,NA,22
BB251,NA,B3,2.0790374196343686,412.17672413793116,NA,22
BB251,NA,B7,1.8448252561760152,385.25816559862267,NA,22
BB252,NA,B1,1.4937338432512548,400.1297471683558,NA,22
BB252,NA,B5,1.5213961829530205,358.63714837006194,NA,22
BB252,NA,B9,1.5034072422221563,355.3216414567757,NA,22
BB255,NA,B12,1.4309219706162346,374.0205696004799,NA,22
BB255,NA,B4,1.5880654388692976,362.53066341031166,NA,22
BB255,NA,B8,1.4921082889762376,354.3869761095363,NA,22
BB256,NA,C1,1.447750914434038,418.7793816386221,NA,22
BB256,NA,C5,1.4358792895972323,403.45573652262766,NA,22
BB256,NA,C9,1.4361695255238165,376.003974981002,NA,22
BB258,NA,C11,1.4113432979847054,398.99786060128355,NA,22
BB258,NA,C3,1.4186917769798661,377.5199554483014,NA,22
BB258,NA,C7,1.4065634273247047,379.9119176885986,NA,22
BB259,NA,C12,1.431519159490866,364.2674520211009,NA,22
BB259,NA,C4,1.426770193424154,378.634006794207,NA,22
BB259,NA,C8,1.3991160137391332,357.9238982864272,NA,22
BB260,NA,D1,1.393767240212766,423.57839024075395,NA,22
BB260,NA,D5,1.5636487120794325,376.7594619956211,NA,22
BB260,NA,D9,1.556002202830184,351.4888760779792,NA,22
BB261,NA,D10,1.4095580461554262,368.49746087197934,NA,22
BB261,NA,D2,1.3562550459373588,409.2076421224659,NA,22
BB261,NA,D6,1.37515580977324,383.06536587784655,NA,22
BB262,NA,D11,1.3876171011805254,372.8993156324663,NA,22
BB262,NA,D3,1.3724108070189591,361.94024804230526,NA,22
BB262,NA,D7,1.4012815307743454,371.5419743612323,NA,22
BB263,NA,D12,1.584400029783581,453.7146226415096,NA,22
BB263,NA,D4,1.4389665541966639,390.2357496941182,NA,22
BB263,NA,D8,1.400720957299566,368.7232494171918,NA,22
BB264,NA,E1,1.4071956341867713,425.5099105516212,NA,22
BB264,NA,E5,1.4716042395995133,392.80746681919226,NA,22
BB264,NA,E9,1.4871185539014626,373.61266454443773,NA,22
BB265,NA,E10,1.452144421140472,334.16579738602195,NA,22
BB265,NA,E2,1.315101028966104,374.6995785391679,NA,22
BB265,NA,E6,1.308558975911844,336.5657713219182,NA,22
BB266,NA,E11,1.4133851951548877,376.7621048944927,NA,22
BB266,NA,E3,1.4477942913359443,407.52021264813374,NA,22
BB266,NA,E7,1.3490614578163007,366.7835522180687,NA,22
BB267,NA,E12,1.4755632828948557,393.3683626071531,NA,22
