well,include,strain,isolate,description
A1,1,JEB1208,,
A2,1,BB19,,
A3,1,blank,,
A4,1,BB82,,
A5,1,JEB1208,,
A6,1,BB19,,
A7,1,blank,,
A8,1,BB82,,
A9,1,JEB1208,,
A10,1,BB19,,
A11,1,blank,,
A12,1,BB82,,
B1,1,blank,,
B2,1,BB73,,
B3,1,JEB1207,,
B4,1,blank,,
B5,1,blank,,
B6,1,BB73,,
B7,1,JEB1207,,
B8,1,blank,,
B9,1,blank,,
B10,1,BB73,,
B11,1,JEB1207,,
B12,1,blank,,
C1,1,blank,,
C2,1,BB25,,
C3,1,blank,,
C4,1,JEB1206,,
C5,1,blank,,
C6,1,BB25,,
C7,1,blank,,
C8,1,JEB1206,,
C9,1,blank,,
C10,1,BB25,,
C11,1,blank,,
C12,1,JEB1206,,
D1,1,BB80,,
D2,1,blank,,
D3,1,BB21,,
D4,1,BB74,,
D5,1,BB80,,
D6,1,blank,,
D7,1,BB21,,
D8,1,BB74,,
D9,1,BB80,,
D10,1,blank,,
D11,1,BB21,,
D12,1,BB74,,
E1,1,blank,,
E2,1,JEB1205,,
E3,1,BB24,,
E4,1,blank,,
E5,1,blank,,
E6,1,JEB1205,,
E7,1,BB24,,
E8,1,blank,,
E9,1,blank,,
E10,1,JEB1205,,
E11,1,BB24,,
E12,1,blank,,
F1,1,blank,,
F2,1,BB72,,
F3,1,BB81,,
F4,1,BB22,,
F5,1,blank,,
F6,1,BB72,,
F7,1,BB81,,
F8,1,BB22,,
F9,1,blank,,
F10,1,BB72,,
F11,1,BB81,,
F12,1,BB22,,
G1,1,BB75,,
G2,1,BB23,,
G3,1,blank,,
G4,1,blank,,
G5,1,BB72,,
G6,1,BB23,,
G7,1,blank,,
G8,1,blank,,
G9,1,BB75,,
G10,1,BB23,,
G11,1,blank,,
G12,1,blank,,
H1,1,BB83,,
H2,1,blank,,
H3,1,JEB1204,,
H4,1,blank,,
H5,1,BB83,,
H6,1,blank,,
H7,1,JEB1204,,
H8,1,blank,,
H9,1,BB83,,
H10,1,blank,,
H11,1,JEB1204,,
H12,1,blank,,
